	mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 5.5_time	mass 5.5_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
462	2023/01/16 14:19:18.622	1.19185e-10	2023/01/16 14:19:18.872	3.45e-14	2023/01/16 14:19:19.122	3.86e-14	2023/01/16 14:19:19.372	2.929e-13	2023/01/16 14:19:19.622	1.793e-13	2023/01/16 14:19:19.873	6.385e-13	2023/01/16 14:19:20.123	1.6044e-12	2023/01/16 14:19:20.373	1.4413e-12	2023/01/16 14:19:20.623	1.592e-13	2023/01/16 14:19:20.873	3.42e-14	2023/01/16 14:19:21.625	2.43487e-11
463	2023/01/16 14:19:25.018	1.19002e-10	2023/01/16 14:19:25.268	4.97e-14	2023/01/16 14:19:25.518	3.84e-14	2023/01/16 14:19:25.768	3.126e-13	2023/01/16 14:19:26.018	1.801e-13	2023/01/16 14:19:26.269	6.508e-13	2023/01/16 14:19:26.519	1.6307e-12	2023/01/16 14:19:26.770	1.4232e-12	2023/01/16 14:19:27.020	1.819e-13	2023/01/16 14:19:27.270	3.32e-14	2023/01/16 14:19:28.021	2.41337e-11
464	2023/01/16 14:19:31.414	1.19556e-10	2023/01/16 14:19:31.664	2.3e-14	2023/01/16 14:19:31.915	3.55e-14	2023/01/16 14:19:32.165	3.084e-13	2023/01/16 14:19:32.415	1.428e-13	2023/01/16 14:19:32.665	6.436e-13	2023/01/16 14:19:32.915	1.625e-12	2023/01/16 14:19:33.166	1.4422e-12	2023/01/16 14:19:33.416	1.844e-13	2023/01/16 14:19:33.666	3.11e-14	2023/01/16 14:19:34.418	2.41337e-11
465	2023/01/16 14:19:37.811	1.19271e-10	2023/01/16 14:19:38.061	3.33e-14	2023/01/16 14:19:38.311	3.39e-14	2023/01/16 14:19:38.562	3.091e-13	2023/01/16 14:19:38.812	1.761e-13	2023/01/16 14:19:39.062	6.476e-13	2023/01/16 14:19:39.312	1.5799e-12	2023/01/16 14:19:39.562	1.4259e-12	2023/01/16 14:19:39.813	1.894e-13	2023/01/16 14:19:40.063	1.61e-14	2023/01/16 14:19:40.814	2.41875e-11
466	2023/01/16 14:19:44.207	1.19169e-10	2023/01/16 14:19:44.457	3.04e-14	2023/01/16 14:19:44.707	4.02e-14	2023/01/16 14:19:44.957	3.05e-13	2023/01/16 14:19:45.207	1.891e-13	2023/01/16 14:19:45.458	6.55e-13	2023/01/16 14:19:45.708	1.5871e-12	2023/01/16 14:19:45.958	1.3904e-12	2023/01/16 14:19:46.208	1.758e-13	2023/01/16 14:19:46.458	4.07e-14	2023/01/16 14:19:47.210	2.42412e-11
467	2023/01/16 14:19:50.603	1.19061e-10	2023/01/16 14:19:50.853	2.78e-14	2023/01/16 14:19:51.103	3.8e-14	2023/01/16 14:19:51.353	3.133e-13	2023/01/16 14:19:51.603	1.771e-13	2023/01/16 14:19:51.854	6.225e-13	2023/01/16 14:19:52.104	1.5885e-12	2023/01/16 14:19:52.355	1.3965e-12	2023/01/16 14:19:52.605	1.66e-13	2023/01/16 14:19:52.855	3.13e-14	2023/01/16 14:19:53.606	2.44025e-11
468		1.19378e-10		3.61e-14		2.65e-14		3.202e-13		1.766e-13		6.29e-13		1.6108e-12		1.4395e-12		1.683e-13		3.76e-14		2.41337e-11
469		1.18943e-10		3.46e-14		3.37e-14		2.953e-13		1.703e-13		6.588e-13		1.6222e-12		1.4336e-12		1.827e-13		2.54e-14		2.40262e-11
470		1.19298e-10		3.6e-14		4.34e-14		3.087e-13		1.644e-13		6.464e-13		1.5998e-12		1.4009e-12		1.817e-13		3.44e-14		2.41337e-11
471		1.19341e-10		2.97e-14		3.23e-14		3.159e-13		1.562e-13		6.2e-13		1.5969e-12		1.4086e-12		1.826e-13		3.1e-14		2.42412e-11
472		1.19443e-10		3.35e-14		3.2e-14		2.905e-13		1.786e-13		6.436e-13		1.5849e-12		1.3326e-12		1.685e-13		3.23e-14		2.408e-11
473		1.18997e-10		4.76e-14		3.4e-14		3.268e-13		1.76e-13		6.495e-13		1.5897e-12		1.3856e-12		1.714e-13		2.07e-14		2.40262e-11
474		1.19389e-10		3.72e-14		2.85e-14		3.123e-13		1.763e-13		5.878e-13		1.6674e-12		1.4169e-12		1.827e-13		2.94e-14		2.41337e-11
475		1.19104e-10		2.87e-14		3.67e-14		3.263e-13		1.775e-13		6.604e-13		1.6204e-12		1.4267e-12		1.85e-13		1.86e-14		2.40262e-11
476		1.18932e-10		3.12e-14		3.18e-14		3.007e-13		1.764e-13		6.601e-13		1.6162e-12		1.3674e-12		1.703e-13		3.02e-14		2.41875e-11
477		1.18717e-10		4.96e-14		4.12e-14		2.897e-13		1.881e-13		6.421e-13		1.5912e-12		1.4048e-12		1.801e-13		3.69e-14		2.40262e-11
478		1.19072e-10		3.67e-14		4.04e-14		2.986e-13		1.724e-13		6.216e-13		1.5781e-12		1.4147e-12		1.814e-13		4.42e-14		2.39187e-11
479		1.14568e-10		3.34e-14		4.16e-14		2.984e-13		1.816e-13		6.193e-13		1.6044e-12		1.3706e-12		1.742e-13		3.29e-14		2.44562e-11
480		1.14444e-10		3.28e-14		3.49e-14		2.943e-13		1.881e-13		6.281e-13		1.6022e-12		1.3681e-12		1.649e-13		2.3e-14		2.40262e-11
481		1.13826e-10		2.35e-14		1.96e-14		2.998e-13		1.791e-13		6.767e-13		1.5752e-12		1.4245e-12		1.462e-13		2.36e-14		2.39725e-11
482		1.13573e-10		2.08e-14		4.02e-14		3.085e-13		1.784e-13		6.499e-13		1.571e-12		1.3657e-12		1.752e-13		1.46e-14		2.408e-11
483		1.13622e-10		3.35e-14		2.92e-14		2.953e-13		1.609e-13		6.439e-13		1.6364e-12		1.4196e-12		1.915e-13		3.01e-14		2.41337e-11
484		1.12982e-10		4.17e-14		2.39e-14		2.734e-13		1.821e-13		6.245e-13		1.5744e-12		1.3675e-12		1.981e-13		2.99e-14		2.4295e-11
485		1.13847e-10		2.3e-14		4.56e-14		3.117e-13		1.673e-13		6.45e-13		1.6288e-12		1.3614e-12		1.635e-13		3.05e-14		2.39187e-11
486		1.14046e-10		4.25e-14		4.58e-14		3.098e-13		1.749e-13		6.243e-13		1.5959e-12		1.4274e-12		1.738e-13		2.74e-14		2.40262e-11
487		1.13272e-10		4.18e-14		3.85e-14		3.119e-13		1.923e-13		6.204e-13		1.5846e-12		1.3381e-12		1.698e-13		3.67e-14		2.41875e-11
488		1.13235e-10		3.98e-14		2.98e-14		3.133e-13		1.839e-13		6.58e-13		1.6234e-12		1.3861e-12		1.611e-13		2.54e-14		2.41337e-11
489		1.13477e-10		4.67e-14		2.79e-14		3.086e-13		1.781e-13		6.526e-13		1.6251e-12		1.3847e-12		1.791e-13		4.5e-14		2.39725e-11
490		1.12633e-10		2.46e-14		2.32e-14		2.892e-13		2.016e-13		6.268e-13		1.6201e-12		1.421e-12		1.354e-13		2.9e-14		2.408e-11
491		1.12939e-10		4.73e-14		3.05e-14		2.922e-13		1.698e-13		6.372e-13		1.5904e-12		1.4276e-12		1.675e-13		3.52e-14		2.408e-11
492		1.12434e-10		3.24e-14		3.57e-14		3.028e-13		1.744e-13		6.179e-13		1.6344e-12		1.3364e-12		1.951e-13		2.88e-14		2.40262e-11
493		1.12654e-10		3.81e-14		4.25e-14		3.01e-13		1.623e-13		6.25e-13		1.6096e-12		1.3856e-12		1.579e-13		2.27e-14		2.4295e-11
494		1.12611e-10		4.24e-14		2.88e-14		2.99e-13		1.819e-13		6.716e-13		1.6272e-12		1.3524e-12		1.718e-13		2.36e-14		2.43487e-11
495		1.12278e-10		3.08e-14		2.49e-14		3.014e-13		1.687e-13		6.487e-13		1.613e-12		1.4295e-12		1.776e-13		2.96e-14		2.43487e-11
496		1.12412e-10		3.25e-14		3.7e-14		2.89e-13		1.748e-13		6.396e-13		1.5726e-12		1.4094e-12		1.666e-13		3.22e-14		2.4295e-11
497		1.11843e-10		2.73e-14		2.46e-14		3.109e-13		1.807e-13		6.334e-13		1.5793e-12		1.344e-12		1.624e-13		3.94e-14		2.39725e-11
498		1.11606e-10		3.07e-14		2.41e-14		2.828e-13		1.858e-13		6.129e-13		1.6111e-12		1.3881e-12		1.678e-13		4.29e-14		2.40262e-11
499		1.11665e-10		5.27e-14		2.61e-14		2.886e-13		1.921e-13		6.31e-13		1.6078e-12		1.3701e-12		1.641e-13		3.44e-14		2.39187e-11
500		1.11676e-10		3.9e-14		3.37e-14		2.815e-13		1.932e-13		6.365e-13		1.6026e-12		1.4081e-12		1.842e-13		4.03e-14		2.35425e-11
501		1.113e-10		3.77e-14		4.09e-14		3.086e-13		1.666e-13		6.207e-13		1.5902e-12		1.3977e-12		1.711e-13		3.44e-14		2.3435e-11
502		1.10961e-10		2.57e-14		3.43e-14		3.23e-13		1.791e-13		6.284e-13		1.5803e-12		1.346e-12		1.717e-13		2.4e-14		2.35425e-11
503		1.10993e-10		3.36e-14		2.65e-14		2.927e-13		1.602e-13		6.282e-13		1.5326e-12		1.3904e-12		1.665e-13		2.46e-14		2.37037e-11
504		1.10923e-10		2.86e-14		2.2e-14		3.156e-13		1.592e-13		6.263e-13		1.5497e-12		1.3889e-12		1.717e-13		3.68e-14		2.365e-11
505		1.11009e-10		2.63e-14		2.31e-14		2.758e-13		1.602e-13		6.085e-13		1.5957e-12		1.355e-12		1.606e-13		3.88e-14		2.40262e-11
506		1.10628e-10		3.14e-14		4.04e-14		3.116e-13		1.746e-13		6.274e-13		1.5446e-12		1.3637e-12		1.818e-13		2.42e-14		2.34887e-11
507		1.10671e-10		3.35e-14		3.21e-14		2.942e-13		1.724e-13		6.432e-13		1.5892e-12		1.3133e-12		1.795e-13		3.06e-14		2.37575e-11
508		1.10913e-10		4.27e-14		3.49e-14		2.977e-13		1.905e-13		6.183e-13		1.5685e-12		1.3928e-12		1.825e-13		2.96e-14		2.38112e-11
509		1.10692e-10		2.97e-14		4.29e-14		3.091e-13		1.871e-13		6.229e-13		1.6123e-12		1.3614e-12		1.57e-13		3.63e-14		2.37575e-11
510		1.10864e-10		1.9e-14		3.38e-14		2.788e-13		1.8e-13		6.448e-13		1.5863e-12		1.3658e-12		1.913e-13		1.82e-14		2.35962e-11
511		1.10467e-10		3.11e-14		2.62e-14		3.025e-13		1.603e-13		6.16e-13		1.5949e-12		1.407e-12		1.561e-13		3.71e-14		2.3435e-11
512		1.09725e-10		3.64e-14		3.01e-14		2.956e-13		1.857e-13		6.155e-13		1.5405e-12		1.3931e-12		1.623e-13		4.64e-14		2.37037e-11
513		1.09848e-10		2.42e-14		3.2e-14		3.035e-13		1.673e-13		6.492e-13		1.5701e-12		1.4487e-12		1.793e-13		2.49e-14		2.37037e-11
514		1.1051e-10		4.38e-14		3.42e-14		2.898e-13		1.764e-13		5.992e-13		1.5583e-12		1.3611e-12		1.634e-13		4.03e-14		2.37575e-11
515		1.09816e-10		2.27e-14		4.33e-14		2.962e-13		1.551e-13		6.387e-13		1.5679e-12		1.4341e-12		1.629e-13		2.78e-14		2.37575e-11
516		1.10295e-10		3.48e-14		3.51e-14		3.058e-13		1.612e-13		6.094e-13		1.5533e-12		1.4029e-12		1.6e-13		2.97e-14		2.3865e-11
517		1.09612e-10		4.39e-14		2.93e-14		3.192e-13		1.818e-13		6.555e-13		1.5517e-12		1.3723e-12		1.764e-13		3.45e-14		2.365e-11
518		1.09746e-10		3.65e-14		1.94e-14		3.061e-13		1.633e-13		6.319e-13		1.5849e-12		1.379e-12		1.769e-13		3.69e-14		2.37575e-11
519		1.09709e-10		4.66e-14		3.01e-14		2.982e-13		1.598e-13		6.231e-13		1.5792e-12		1.338e-12		1.858e-13		2.18e-14		2.37575e-11
520		1.09838e-10		3.3e-14		4.05e-14		2.961e-13		1.533e-13		6.38e-13		1.595e-12		1.3906e-12		1.607e-13		3.17e-14		2.40262e-11
521		1.09327e-10		3.79e-14		3.63e-14		3.005e-13		1.72e-13		6.219e-13		1.5512e-12		1.3943e-12		1.748e-13		3.48e-14		2.35425e-11
522		1.09451e-10		3.23e-14		2.85e-14		2.978e-13		1.775e-13		6.376e-13		1.6147e-12		1.373e-12		1.805e-13		3.62e-14		2.37575e-11
523		1.09666e-10		4.51e-14		4.59e-14		2.925e-13		1.421e-13		6.481e-13		1.5352e-12		1.3455e-12		1.478e-13		2.16e-14		2.38112e-11
524		1.09633e-10		3.66e-14		3.49e-14		3.02e-13		1.501e-13		6.182e-13		1.5621e-12		1.4391e-12		1.833e-13		2.37e-14		2.35962e-11
525		1.09483e-10		4.53e-14		2.49e-14		2.89e-13		1.678e-13		6.2e-13		1.5849e-12		1.3605e-12		1.749e-13		4.42e-14		2.35962e-11
526		1.09225e-10		3.39e-14		2.2e-14		3.119e-13		1.743e-13		6.216e-13		1.5281e-12		1.3759e-12		1.514e-13		3e-14		2.37575e-11
527		1.09273e-10		4.9e-14		3.33e-14		3.079e-13		1.595e-13		6.065e-13		1.5313e-12		1.3614e-12		1.712e-13		2.33e-14		2.37037e-11
528		1.09144e-10		3.1e-14		3.93e-14		3.04e-13		1.746e-13		6.445e-13		1.5786e-12		1.3512e-12		1.751e-13		3.15e-14		2.365e-11
529		1.08886e-10		4.85e-14		2.49e-14		3.075e-13		1.536e-13		6.197e-13		1.5621e-12		1.3821e-12		1.768e-13		3.93e-14		2.35425e-11
530		1.08693e-10		3.58e-14		2.17e-14		2.896e-13		1.773e-13		6.173e-13		1.5906e-12		1.311e-12		1.596e-13		2.33e-14		2.35425e-11
531		1.08779e-10		2.79e-14		3.54e-14		3.031e-13		1.617e-13		6.15e-13		1.5325e-12		1.4088e-12		1.638e-13		2.6e-14		2.37037e-11
532		1.08908e-10		3.22e-14		2.69e-14		3.304e-13		1.615e-13		6.223e-13		1.5645e-12		1.3728e-12		1.592e-13		2.77e-14		2.37037e-11
533		1.08725e-10		3.09e-14		2.76e-14		3.07e-13		1.707e-13		6.189e-13		1.5921e-12		1.3727e-12		1.827e-13		3.17e-14		2.39187e-11
534		1.08945e-10		3.22e-14		2.71e-14		3.193e-13		1.713e-13		6.271e-13		1.5271e-12		1.3541e-12		1.587e-13		3.59e-14		2.38112e-11
535		1.08811e-10		3.97e-14		2.88e-14		2.786e-13		1.789e-13		6.229e-13		1.5474e-12		1.3912e-12		1.708e-13		3.64e-14		2.39725e-11
536		1.08714e-10		3.59e-14		3.53e-14		3.077e-13		1.798e-13		6.059e-13		1.5526e-12		1.3941e-12		1.858e-13		2.92e-14		2.408e-11
537		1.09252e-10		3.33e-14		3.41e-14		3.011e-13		1.894e-13		6.261e-13		1.5457e-12		1.3564e-12		1.838e-13		3.84e-14		2.40262e-11
538		1.09091e-10		2.78e-14		3.21e-14		2.902e-13		1.526e-13		6.253e-13		1.5281e-12		1.3606e-12		1.543e-13		3.41e-14		2.41337e-11
539		1.08429e-10		1.96e-14		3.6e-14		2.454e-13		1.805e-13		5.766e-13		1.5625e-12		1.3878e-12		1.918e-13		2.37e-14		2.40262e-11
540		1.08865e-10		4.6e-14		2.31e-14		3.219e-13		1.505e-13		6.187e-13		1.5834e-12		1.3617e-12		1.672e-13		3.02e-14		2.43487e-11
541		1.08489e-10		3.45e-14		2.31e-14		2.979e-13		1.725e-13		6.182e-13		1.6018e-12		1.3425e-12		1.704e-13		4.3e-14		2.4295e-11
542		1.08338e-10		3.98e-14		2.83e-14		2.883e-13		1.682e-13		6.341e-13		1.5273e-12		1.3901e-12		1.75e-13		3.27e-14		2.45637e-11
543		1.08972e-10		3.99e-14		4.3e-14		2.856e-13		1.691e-13		6.402e-13		1.5817e-12		1.3407e-12		1.8e-13		4.16e-14		2.41875e-11
544		1.08612e-10		2.41e-14		3.34e-14		2.9e-13		1.688e-13		6.1e-13		1.5026e-12		1.3714e-12		1.662e-13		2.67e-14		2.44562e-11
545		1.08419e-10		2.79e-14		2.88e-14		3.079e-13		1.659e-13		6.261e-13		1.5498e-12		1.3506e-12		1.747e-13		3.36e-14		2.40262e-11
546		1.08236e-10		2.18e-14		3.17e-14		2.975e-13		1.758e-13		6.061e-13		1.5394e-12		1.3751e-12		1.645e-13		3.78e-14		2.408e-11
547		1.07967e-10		2.82e-14		2.41e-14		3.015e-13		1.632e-13		6.197e-13		1.5628e-12		1.3658e-12		1.727e-13		3.16e-14		2.40262e-11
548		1.07978e-10		3.93e-14		4.7e-14		3.044e-13		1.563e-13		6.425e-13		1.5337e-12		1.3513e-12		1.766e-13		4.01e-14		2.43487e-11
549		1.08171e-10		3.42e-14		4.06e-14		3.104e-13		1.849e-13		6.35e-13		1.5506e-12		1.3564e-12		1.717e-13		4.17e-14		2.4295e-11
550		1.08139e-10		2.12e-14		3.39e-14		2.839e-13		1.689e-13		6.336e-13		1.5433e-12		1.3332e-12		1.666e-13		1.18e-14		2.41875e-11
551		1.07709e-10		2.71e-14		3.47e-14		3.253e-13		1.667e-13		6.308e-13		1.5406e-12		1.3741e-12		1.714e-13		2.76e-14		2.42412e-11
552		1.08177e-10		3.08e-14		2.65e-14		2.916e-13		1.532e-13		6.461e-13		1.5385e-12		1.3639e-12		1.684e-13		3.97e-14		2.43487e-11
553		1.0787e-10		2.34e-14		4.37e-14		3.263e-13		1.8e-13		5.894e-13		1.5288e-12		1.3384e-12		1.688e-13		2.61e-14		2.4295e-11
554		1.08064e-10		2.57e-14		2.53e-14		3.011e-13		1.809e-13		6.188e-13		1.5552e-12		1.3386e-12		1.641e-13		3.71e-14		2.44025e-11
555		1.08118e-10		3.55e-14		4.01e-14		2.861e-13		1.619e-13		6.369e-13		1.5627e-12		1.3353e-12		1.952e-13		2.9e-14		2.41875e-11
556		1.07392e-10		4.2e-14		4.18e-14		2.967e-13		1.654e-13		6.393e-13		1.5097e-12		1.3705e-12		1.665e-13		2.28e-14		2.44025e-11
557		1.07064e-10		4.61e-14		3.21e-14		2.931e-13		1.567e-13		6.322e-13		1.5064e-12		1.3488e-12		1.788e-13		2.69e-14		2.408e-11
558		1.07725e-10		3e-14		4.3e-14		2.913e-13		1.689e-13		6.184e-13		1.5883e-12		1.3225e-12		1.647e-13		2.77e-14		2.365e-11
559		1.07129e-10		2.53e-14		3.01e-14		3.081e-13		1.597e-13		6.032e-13		1.5394e-12		1.3642e-12		1.714e-13		2.93e-14		2.37575e-11
560		1.06656e-10		3.64e-14		3.75e-14		2.85e-13		1.592e-13		6.402e-13		1.599e-12		1.3566e-12		1.72e-13		2.92e-14		2.35962e-11
561		1.07118e-10		2.65e-14		3.66e-14		3.122e-13		1.628e-13		6.421e-13		1.5763e-12		1.3418e-12		1.826e-13		3.76e-14		2.365e-11
562		1.07075e-10		4.29e-14		2.84e-14		2.864e-13		1.64e-13		6.152e-13		1.5648e-12		1.3569e-12		1.941e-13		3.31e-14		2.37037e-11
563		1.06607e-10		1.78e-14		4.19e-14		2.972e-13		1.793e-13		6.732e-13		1.5287e-12		1.3647e-12		1.864e-13		2.55e-14		2.37037e-11
564		1.06833e-10		4.52e-14		3.98e-14		2.735e-13		1.636e-13		6.313e-13		1.6055e-12		1.3321e-12		1.684e-13		3.49e-14		2.365e-11
565		1.0622e-10		2.95e-14		4.18e-14		2.87e-13		1.621e-13		6.538e-13		1.5258e-12		1.3703e-12		1.701e-13		3.15e-14		2.37575e-11
566		1.0643e-10		2.38e-14		3.22e-14		2.913e-13		1.829e-13		6.404e-13		1.5506e-12		1.3252e-12		1.805e-13		2.14e-14		2.408e-11
567		1.06575e-10		3.2e-14		3.5e-14		2.806e-13		1.71e-13		5.991e-13		1.5611e-12		1.3593e-12		1.788e-13		3.56e-14		2.40262e-11
568		1.06629e-10		3.5e-14		2.6e-14		2.864e-13		1.704e-13		6.386e-13		1.578e-12		1.3851e-12		1.691e-13		3.76e-14		2.39187e-11
569		1.06795e-10		4.27e-14		4.24e-14		3.017e-13		1.74e-13		5.996e-13		1.5569e-12		1.3868e-12		1.695e-13		3.46e-14		2.42412e-11
570		1.06543e-10		3.14e-14		3.42e-14		2.864e-13		1.471e-13		6.04e-13		1.5852e-12		1.3496e-12		1.554e-13		2.43e-14		2.40262e-11
571		1.06699e-10		4.43e-14		3.88e-14		3.261e-13		1.62e-13		6.128e-13		1.5398e-12		1.3788e-12		1.693e-13		4.35e-14		2.40262e-11
572		1.06339e-10		3.36e-14		2.67e-14		2.867e-13		1.869e-13		6.137e-13		1.5411e-12		1.3198e-12		1.656e-13		2.88e-14		2.39725e-11
573		1.06457e-10		4.63e-14		3.31e-14		3.258e-13		1.738e-13		6.117e-13		1.5674e-12		1.3632e-12		1.658e-13		2.36e-14		2.408e-11
574		1.06269e-10		2.29e-14		4.05e-14		3.109e-13		1.805e-13		6.357e-13		1.566e-12		1.3075e-12		1.844e-13		2.91e-14		2.39725e-11
575		1.06548e-10		4.65e-14		2.53e-14		3.095e-13		1.635e-13		6.202e-13		1.5705e-12		1.3278e-12		1.77e-13		3.25e-14		2.451e-11
576		1.06516e-10		3.84e-14		2.2e-14		3.005e-13		1.694e-13		6.29e-13		1.5033e-12		1.39e-12		1.643e-13		3.35e-14		2.408e-11
577		1.06419e-10		3.21e-14		3.34e-14		3.075e-13		1.65e-13		6.267e-13		1.5631e-12		1.3514e-12		1.572e-13		2.67e-14		2.3865e-11
578		1.05952e-10		4.47e-14		3.39e-14		2.89e-13		1.684e-13		6.683e-13		1.5337e-12		1.3644e-12		1.681e-13		3.05e-14		2.39187e-11
579		1.06355e-10		3.37e-14		2.7e-14		3.149e-13		1.515e-13		6.366e-13		1.5149e-12		1.3755e-12		1.574e-13		2.94e-14		2.35962e-11
580		1.05715e-10		2.92e-14		3.49e-14		2.783e-13		1.604e-13		6.38e-13		1.5026e-12		1.322e-12		1.754e-13		2.11e-14		2.35425e-11
581		1.05355e-10		3.87e-14		3.31e-14		3.05e-13		1.676e-13		6.354e-13		1.5081e-12		1.3554e-12		1.845e-13		4.12e-14		2.37575e-11
582		1.05436e-10		3.54e-14		4.29e-14		2.916e-13		1.53e-13		6.154e-13		1.5901e-12		1.3421e-12		1.741e-13		4.82e-14		2.39725e-11
583		1.0578e-10		4.15e-14		2.39e-14		2.944e-13		1.723e-13		6.083e-13		1.5548e-12		1.3351e-12		1.741e-13		4.24e-14		2.39187e-11
584		1.05645e-10		3.77e-14		3.48e-14		3.055e-13		1.612e-13		6.041e-13		1.5475e-12		1.3704e-12		1.732e-13		3.47e-14		2.38112e-11
585		1.05903e-10		4.47e-14		4.31e-14		2.936e-13		1.845e-13		6.088e-13		1.542e-12		1.3383e-12		1.711e-13		2.97e-14		2.40262e-11
586		1.05935e-10		4.09e-14		2.32e-14		3.185e-13		1.574e-13		6.188e-13		1.5479e-12		1.3666e-12		1.522e-13		2.59e-14		2.39187e-11
587		1.06425e-10		1.84e-14		3.38e-14		3.13e-13		1.532e-13		6.032e-13		1.5228e-12		1.3298e-12		1.758e-13		2.11e-14		2.41337e-11
588		1.05823e-10		4.34e-14		3.29e-14		3.02e-13		1.681e-13		6.241e-13		1.5766e-12		1.326e-12		1.605e-13		3.27e-14		2.39725e-11
589		1.05457e-10		4.15e-14		2.1e-14		2.977e-13		1.738e-13		6.545e-13		1.5344e-12		1.3161e-12		1.822e-13		3.5e-14		2.39725e-11
590		1.05172e-10		4.06e-14		4.05e-14		2.746e-13		1.617e-13		6.269e-13		1.4476e-12		1.341e-12		1.578e-13		3.22e-14		2.41337e-11
591		1.05409e-10		3.33e-14		3.05e-14		2.856e-13		1.847e-13		6e-13		1.5378e-12		1.3366e-12		1.676e-13		4.1e-14		2.39187e-11
592		1.04737e-10		3.1e-14		4.19e-14		2.904e-13		1.807e-13		6.437e-13		1.5009e-12		1.3426e-12		1.494e-13		3.54e-14		2.42412e-11
593		1.05446e-10		3.41e-14		2.35e-14		3.197e-13		1.656e-13		6.377e-13		1.5666e-12		1.3654e-12		1.707e-13		2.27e-14		2.39725e-11
594		1.05505e-10		2.19e-14		3.39e-14		2.851e-13		1.619e-13		5.957e-13		1.5494e-12		1.3631e-12		1.797e-13		2.47e-14		2.41337e-11
595		1.04882e-10		2.86e-14		2.33e-14		3.258e-13		1.485e-13		6.362e-13		1.5014e-12		1.3367e-12		1.707e-13		2.41e-14		2.40262e-11
596		1.05307e-10		3.67e-14		2.37e-14		3.058e-13		1.799e-13		6.517e-13		1.5055e-12		1.3515e-12		1.835e-13		3.32e-14		2.41337e-11
597		1.05151e-10		3.2e-14		2.5e-14		3.02e-13		1.883e-13		6.068e-13		1.5052e-12		1.347e-12		1.552e-13		3.92e-14		2.41337e-11
598		1.04946e-10		3.58e-14		4.43e-14		2.9e-13		1.857e-13		6.219e-13		1.5264e-12		1.3271e-12		1.512e-13		2.36e-14		2.40262e-11
599		1.05016e-10		3.27e-14		3.38e-14		2.825e-13		1.714e-13		6.074e-13		1.5423e-12		1.3579e-12		1.735e-13		3.61e-14		2.41337e-11
600		1.05022e-10		3.03e-14		3.61e-14		2.897e-13		1.667e-13		5.829e-13		1.5431e-12		1.3352e-12		1.738e-13		2.29e-14		2.40262e-11
601		1.05151e-10		2.71e-14		3.29e-14		3.044e-13		1.932e-13		6.135e-13		1.5636e-12		1.3201e-12		1.602e-13		2.68e-14		2.40262e-11
602		1.05016e-10		4.78e-14		3.87e-14		2.928e-13		1.551e-13		6.039e-13		1.5195e-12		1.3176e-12		1.629e-13		3.34e-14		2.38112e-11
603		1.04769e-10		4.17e-14		2.96e-14		3.132e-13		1.741e-13		6.185e-13		1.4924e-12		1.3728e-12		1.685e-13		2.85e-14		2.38112e-11
604		1.04774e-10		3.54e-14		3.26e-14		3.188e-13		1.672e-13		6.198e-13		1.5062e-12		1.2924e-12		1.704e-13		3.28e-14		2.408e-11
605		1.04705e-10		3.56e-14		4.1e-14		2.976e-13		1.739e-13		6.243e-13		1.5426e-12		1.3292e-12		1.817e-13		2.65e-14		2.39725e-11
606		1.04226e-10		4.56e-14		4.1e-14		3.044e-13		1.684e-13		6.076e-13		1.5711e-12		1.3463e-12		1.875e-13		4.41e-14		2.3865e-11
607		1.04796e-10		3.98e-14		3.75e-14		3.131e-13		1.678e-13		6.309e-13		1.5144e-12		1.3163e-12		1.611e-13		2.61e-14		2.40262e-11
608		1.04597e-10		3.05e-14		4.05e-14		2.953e-13		1.714e-13		6.513e-13		1.5322e-12		1.3239e-12		1.783e-13		1.95e-14		2.41337e-11
609		1.04511e-10		2.67e-14		4.65e-14		2.871e-13		1.722e-13		6.202e-13		1.5178e-12		1.3173e-12		1.585e-13		3.22e-14		2.39725e-11
610		1.04511e-10		2.86e-14		2.83e-14		3.056e-13		1.899e-13		6.028e-13		1.5183e-12		1.3254e-12		1.686e-13		4.37e-14		2.39187e-11
611		1.04226e-10		4.62e-14		3.48e-14		3.149e-13		1.693e-13		6.418e-13		1.4738e-12		1.3534e-12		1.723e-13		3.55e-14		2.408e-11
612		1.04307e-10		3.31e-14		3.32e-14		2.846e-13		1.805e-13		5.781e-13		1.5332e-12		1.3144e-12		1.659e-13		4.06e-14		2.39725e-11
613		1.04237e-10		2.6e-14		3.67e-14		2.811e-13		1.587e-13		5.874e-13		1.5168e-12		1.3332e-12		1.749e-13		2.31e-14		2.39725e-11
614		1.04081e-10		4.15e-14		4e-14		2.974e-13		1.645e-13		6.415e-13		1.5827e-12		1.3359e-12		1.488e-13		3.39e-14		2.42412e-11
615		1.04361e-10		3.51e-14		3.93e-14		2.938e-13		1.521e-13		6.315e-13		1.5192e-12		1.3424e-12		1.822e-13		1.72e-14		2.40262e-11
