F1((1=on,0=off))	0
F2((1=on,0=off))	1
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	12.00
mode-change-delay()	
multiplier(V)	1200
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 44.0_time	mass 44.0_value
2023/03/10 18:03:48.639	0.00000000098095700000	2023/03/10 18:03:52.240	0.00000000000003664130	2023/03/10 18:03:52.841	0.00000000000032462800	2023/03/10 18:03:53.441	0.00000000000021243000	2023/03/10 18:03:54.042	0.00000000000153499000	2023/03/10 18:03:54.642	0.00000000000000401726	2023/03/10 18:03:55.743	0.00000000000021499900
2023/03/10 18:03:56.414	0.00000000098123600000	2023/03/10 18:04:00.015	0.00000000000003190050	2023/03/10 18:04:00.616	0.00000000000033318400	2023/03/10 18:04:01.216	0.00000000000020925900	2023/03/10 18:04:01.817	0.00000000000153746000	2023/03/10 18:04:02.417	0.00000000000000203389	2023/03/10 18:04:03.518	0.00000000000021499900
2023/03/10 18:04:04.189	0.00000000098104300000	2023/03/10 18:04:07.790	0.00000000000002887120	2023/03/10 18:04:08.391	0.00000000000032693900	2023/03/10 18:04:08.991	0.00000000000021434300	2023/03/10 18:04:09.592	0.00000000000155165000	2023/03/10 18:04:10.192	0.00000000000000058265	2023/03/10 18:04:11.293	0.00000000000032249900
2023/03/10 18:04:11.964	0.00000000098140800000	2023/03/10 18:04:15.565	0.00000000000003084170	2023/03/10 18:04:16.166	0.00000000000032031700	2023/03/10 18:04:16.766	0.00000000000021803100	2023/03/10 18:04:17.367	0.00000000000155294000	2023/03/10 18:04:17.967	0.00000000000000049880	2023/03/10 18:04:19.068	0.00000000000010749900
2023/03/10 18:04:19.739	0.00000000098195700000	2023/03/10 18:04:23.340	0.00000000000003865150	2023/03/10 18:04:23.941	0.00000000000032224100	2023/03/10 18:04:24.541	0.00000000000021828900	2023/03/10 18:04:25.141	0.00000000000156767000	2023/03/10 18:04:26.843	0.00000000000021499900
2023/03/10 18:04:27.514	0.00000000098170900000	2023/03/10 18:04:31.115	0.00000000000003389140	2023/03/10 18:04:31.716	0.00000000000032229500	2023/03/10 18:04:32.316	0.00000000000021320400	2023/03/10 18:04:32.917	0.00000000000157207000	2023/03/10 18:04:33.517	0.00000000000000119217	2023/03/10 18:04:34.618	0.00000000000032249900
2023/03/10 18:04:35.289	0.00000000098149500000	2023/03/10 18:04:38.890	0.00000000000003775930	2023/03/10 18:04:39.291	0.00000000000032165000	2023/03/10 18:04:39.891	0.00000000000021942800	2023/03/10 18:04:40.492	0.00000000000157304000	2023/03/10 18:04:41.092	0.00000000000000253807	2023/03/10 18:04:42.193	0.00000000000032249900
2023/03/10 18:04:42.864	0.00000000098201100000	2023/03/10 18:04:46.465	0.00000000000003386240	2023/03/10 18:04:47.066	0.00000000000032568100	2023/03/10 18:04:47.666	0.00000000000022269600	2023/03/10 18:04:48.267	0.00000000000158153000	2023/03/10 18:04:48.867	0.00000000000000504496	2023/03/10 18:04:49.968	0.00000000000010749900
2023/03/10 18:04:50.639	0.00000000098098900000	2023/03/10 18:04:54.240	0.00000000000003457080	2023/03/10 18:04:54.841	0.00000000000032380000	2023/03/10 18:04:55.441	0.00000000000021582700	2023/03/10 18:04:56.042	0.00000000000159261000	2023/03/10 18:04:56.642	0.00000000000001014580	2023/03/10 18:04:57.743	0.00000000000000000000
2023/03/10 18:04:58.414	0.00000000098167700000	2023/03/10 18:05:02.015	0.00000000000002945170	2023/03/10 18:05:02.616	0.00000000000031448000	2023/03/10 18:05:03.216	0.00000000000021453700	2023/03/10 18:05:03.817	0.00000000000160260000	2023/03/10 18:05:04.417	0.00000000000001834480	2023/03/10 18:05:05.518	0.00000000000032249900
