ASCII SAMPLE CYCLES :			primary desorption, grid transparent.mdc
DATE :	10/10/2022	TIME :	11:07:25 pm
CONVERTED CYCLES :			342
Number of stored cycles			342
Printed start cycle			1
Printed end cycle			342
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	2.00	min:	5.42403E-011	max:	4.44756E-010	
'0/1'	12.00	min:	3.2688E-012	max:	4.03904E-011	
'0/2'	14.00	min:	9.29889E-013	max:	1.87264E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/3'	15.00	min:	9.06687E-013	max:	4.04757E-011	
'0/4'	16.00	min:	8.11101E-012	max:	6.56082E-011	ABS A AND B	T_min:	5E-007	
'0/5'	18.00	min:	7.8933E-011	max:	1.16332E-010	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/6'	28.00	min:	1.27286E-011	max:	1.68787E-010	ABS A AND B	T_min:	5E-007	
'0/7'	32.00	min:	3.46187E-013	max:	7.19024E-013	ABS A	T_min:	5E-007	
'0/8'	40.00	min:	3.7658E-013	max:	2.57386E-012	ABS B	T_min:	5E-007	
'0/9'	44.00	min:	6.51938E-012	max:	5.15873E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	Threshold	'0/3'	'0/4'	Threshold	'0/5'	Threshold	'0/6'	Threshold	'0/7'	Threshold	'0/8'	Threshold	'0/9'	Threshold	
200	10/10/2022	11:44:45:06 pm	2240.06	5.73313E-011	3.80021E-012	1.14339E-012	HL	1.33604E-012	8.86141E-012	L	8.17195E-011	HL	1.55584E-011	L	3.64314E-013	H	4.32374E-013	L	7.70698E-012	HL	
201	10/10/2022	11:44:56:41 pm	2251.41	5.66065E-011	3.88905E-012	1.15747E-012	HL	1.27654E-012	8.89626E-012	L	8.13328E-011	HL	1.54218E-011	L	3.72136E-013	H	4.17854E-013	L	6.87143E-012	HL	
202	10/10/2022	11:45:07:78 pm	2262.79	5.69329E-011	3.76714E-012	1.13962E-012	HL	1.30476E-012	8.98486E-012	L	8.15552E-011	HL	1.52712E-011	L	3.75641E-013	H	4.54739E-013	L	6.99241E-012	HL	
203	10/10/2022	11:45:19:31 pm	2274.31	5.6731E-011	3.79505E-012	1.13938E-012	HL	1.28483E-012	8.88022E-012	L	8.17412E-011	HL	1.54846E-011	L	3.61584E-013	H	4.24956E-013	L	6.80373E-012	HL	
204	10/10/2022	11:45:30:67 pm	2285.67	5.72209E-011	3.7839E-012	1.15537E-012	HL	1.28112E-012	8.80873E-012	L	8.23659E-011	HL	1.53217E-011	L	3.61302E-013	H	4.3572E-013	L	6.79814E-012	HL	
205	10/10/2022	11:45:42:14 pm	2297.14	5.70011E-011	3.79721E-012	1.08919E-012	HL	1.30338E-012	9.01815E-012	L	8.20323E-011	HL	1.52214E-011	L	3.72778E-013	H	4.17656E-013	L	6.95313E-012	HL	
206	10/10/2022	11:45:53:52 pm	2308.53	5.69957E-011	3.73642E-012	1.09763E-012	HL	1.2806E-012	8.89238E-012	L	8.20966E-011	HL	1.53983E-011	L	3.6843E-013	H	4.33597E-013	L	6.98069E-012	HL	
207	10/10/2022	11:46:04:91 pm	2319.92	5.57127E-011	3.73923E-012	1.12195E-012	HL	1.29755E-012	9.03116E-012	L	8.13865E-011	HL	1.53498E-011	L	3.64387E-013	H	4.45288E-013	L	6.86868E-012	HL	
208	10/10/2022	11:46:16:38 pm	2331.38	5.65376E-011	3.777E-012	1.06781E-012	HL	1.23758E-012	9.03205E-012	L	8.09004E-011	HL	1.51702E-011	L	3.74091E-013	H	4.22694E-013	L	7.00878E-012	HL	
209	10/10/2022	11:46:27:75 pm	2342.75	5.65303E-011	3.74608E-012	1.12262E-012	HL	1.28098E-012	8.73309E-012	L	8.15516E-011	HL	1.50857E-011	L	3.82684E-013	H	4.23241E-013	L	6.78476E-012	HL	
210	10/10/2022	11:46:39:15 pm	2354.15	5.60399E-011	3.72925E-012	1.08752E-012	HL	1.24334E-012	8.91438E-012	L	8.09327E-011	HL	1.51576E-011	L	3.72018E-013	H	3.93765E-013	L	7.0105E-012	HL	
211	10/10/2022	11:46:50:57 pm	2365.58	5.63857E-011	3.78755E-012	1.10415E-012	HL	1.2474E-012	8.95469E-012	L	8.13436E-011	HL	1.52837E-011	L	3.69899E-013	H	4.33938E-013	L	6.95441E-012	HL	
212	10/10/2022	11:47:02:09 pm	2377.09	5.6148E-011	3.82798E-012	1.12388E-012	HL	1.23115E-012	8.81919E-012	L	8.11904E-011	HL	1.48167E-011	L	3.68026E-013	H	4.22054E-013	L	7.0398E-012	HL	
213	10/10/2022	11:47:13:56 pm	2388.56	5.64802E-011	3.73134E-012	1.09936E-012	HL	1.27542E-012	8.84593E-012	L	8.14753E-011	HL	1.50916E-011	L	3.76366E-013	H	4.14962E-013	L	6.88337E-012	HL	
214	10/10/2022	11:47:25:07 pm	2400.07	5.59699E-011	3.76609E-012	1.06989E-012	HL	1.19508E-012	8.88371E-012	L	8.07121E-011	HL	1.51969E-011	L	3.55067E-013	H	4.14537E-013	L	7.01871E-012	HL	
215	10/10/2022	11:47:36:42 pm	2411.43	5.54894E-011	3.68827E-012	1.11353E-012	HL	1.25678E-012	9.03012E-012	L	8.08755E-011	HL	1.49061E-011	L	3.66636E-013	H	4.23824E-013	L	6.82267E-012	HL	
216	10/10/2022	11:47:47:79 pm	2422.8	5.60604E-011	3.64014E-012	1.12242E-012	HL	1.22824E-012	8.74158E-012	L	8.02285E-011	HL	1.52196E-011	L	3.64847E-013	H	4.19292E-013	L	6.89879E-012	HL	
217	10/10/2022	11:47:59:14 pm	2434.14	5.56522E-011	3.75634E-012	1.17563E-012	HL	1.21155E-012	8.35537E-012	L	8.10196E-011	HL	1.50445E-011	L	3.56345E-013	H	4.34151E-013	L	6.91923E-012	HL	
218	10/10/2022	11:48:10:51 pm	2445.51	5.58491E-011	3.76094E-012	1.05825E-012	HL	1.24075E-012	9.14964E-012	L	8.39333E-011	HL	1.50391E-011	L	3.73735E-013	H	4.22961E-013	L	6.80129E-012	HL	
219	10/10/2022	11:48:22:00 pm	2457.01	5.65721E-011	3.9713E-012	1.10045E-012	HL	1.19598E-012	8.82351E-012	L	8.06569E-011	HL	1.47208E-011	L	3.6348E-013	H	4.19381E-013	L	6.79538E-012	HL	
220	10/10/2022	11:48:33:48 pm	2468.49	5.61835E-011	3.73278E-012	1.10474E-012	HL	1.23306E-012	9.18668E-012	L	8.09626E-011	HL	1.49958E-011	L	3.69338E-013	H	4.33205E-013	L	6.83122E-012	HL	
221	10/10/2022	11:48:44:90 pm	2479.9	5.59861E-011	3.72753E-012	1.09592E-012	HL	1.23124E-012	8.86029E-012	L	8.06085E-011	HL	1.48718E-011	L	3.6613E-013	H	4.11492E-013	L	6.84084E-012	HL	
222	10/10/2022	11:48:56:73 pm	2491.73	5.63767E-011	3.68542E-012	1.0905E-012	HL	1.24648E-012	8.64604E-012	L	8.06546E-011	HL	1.48427E-011	L	3.72223E-013	H	4.14783E-013	L	6.70497E-012	HL	
223	10/10/2022	11:49:08:13 pm	2503.13	5.55723E-011	3.70763E-012	1.10664E-012	HL	1.27258E-012	8.70871E-012	L	8.08645E-011	HL	1.48312E-011	L	3.70145E-013	H	4.38088E-013	L	6.95451E-012	HL	
224	10/10/2022	11:49:19:73 pm	2514.74	5.65461E-011	3.76884E-012	1.14206E-012	HL	1.25944E-012	8.77407E-012	L	8.1302E-011	HL	1.49227E-011	L	3.65937E-013	H	4.23275E-013	L	6.77638E-012	HL	
225	10/10/2022	11:49:31:24 pm	2526.24	5.59598E-011	3.79086E-012	1.05421E-012	HL	1.20291E-012	8.93962E-012	L	8.14104E-011	HL	1.5051E-011	L	3.57475E-013	H	3.98125E-013	L	6.81037E-012	HL	
226	10/10/2022	11:49:42:73 pm	2537.73	5.61962E-011	3.70658E-012	1.07925E-012	HL	1.29026E-012	8.51847E-012	L	8.12398E-011	HL	1.48758E-011	L	3.69657E-013	H	4.33467E-013	L	6.88246E-012	HL	
227	10/10/2022	11:49:54:10 pm	2549.1	5.63472E-011	3.72732E-012	1.0517E-012	HL	1.2106E-012	8.4073E-012	L	8.10962E-011	HL	1.48998E-011	L	3.5848E-013	H	4.25125E-013	L	6.90512E-012	HL	
228	10/10/2022	11:50:05:48 pm	2560.49	5.60135E-011	3.69492E-012	1.09147E-012	HL	1.2427E-012	8.85526E-012	L	8.15863E-011	HL	1.49595E-011	L	3.74518E-013	H	4.32156E-013	L	6.74898E-012	HL	
229	10/10/2022	11:50:16:91 pm	2571.92	5.65198E-011	3.6821E-012	1.09428E-012	HL	1.20116E-012	8.7598E-012	L	8.11196E-011	HL	1.47867E-011	L	3.64349E-013	H	4.27663E-013	L	6.80704E-012	HL	
230	10/10/2022	11:50:28:33 pm	2583.33	5.5856E-011	3.65551E-012	1.10485E-012	HL	1.1811E-012	8.69179E-012	L	8.12326E-011	HL	1.48367E-011	L	3.66514E-013	H	4.19011E-013	L	6.81947E-012	HL	
231	10/10/2022	11:50:39:83 pm	2594.83	5.52084E-011	3.82245E-012	1.03357E-012	HL	1.23473E-012	8.79749E-012	L	8.09859E-011	HL	1.45716E-011	L	3.62618E-013	H	4.22146E-013	L	6.77076E-012	HL	
232	10/10/2022	11:50:51:32 pm	2606.32	5.62414E-011	3.65145E-012	1.09117E-012	HL	1.20602E-012	9.07405E-012	L	8.1408E-011	HL	1.47336E-011	L	3.62764E-013	H	4.24656E-013	L	6.87696E-012	HL	
233	10/10/2022	11:51:02:69 pm	2617.7	5.55247E-011	3.60395E-012	1.07866E-012	HL	1.22265E-012	8.57963E-012	L	8.06881E-011	HL	1.4783E-011	L	3.75298E-013	H	4.25433E-013	L	6.8084E-012	HL	
234	10/10/2022	11:51:14:10 pm	2629.1	5.57503E-011	3.56951E-012	1.09259E-012	HL	1.17843E-012	8.7146E-012	L	8.07617E-011	HL	1.48426E-011	L	3.63977E-013	H	4.32039E-013	L	6.82317E-012	HL	
235	10/10/2022	11:51:25:55 pm	2640.55	5.59303E-011	3.68315E-012	1.10466E-012	HL	1.23775E-012	8.80991E-012	L	8.09071E-011	HL	1.46758E-011	L	3.61473E-013	H	3.9698E-013	L	6.83523E-012	HL	
236	10/10/2022	11:51:36:93 pm	2651.93	5.60751E-011	3.68061E-012	1.07663E-012	HL	1.24035E-012	8.9545E-012	L	8.02407E-011	HL	1.4701E-011	L	3.73176E-013	H	4.25686E-013	L	6.89114E-012	HL	
237	10/10/2022	11:51:48:45 pm	2663.46	5.57987E-011	3.6779E-012	1.07921E-012	HL	1.2573E-012	8.66529E-012	L	8.04992E-011	HL	1.4704E-011	L	3.64668E-013	H	4.44636E-013	L	6.7922E-012	HL	
238	10/10/2022	11:51:59:95 pm	2674.96	5.54766E-011	3.69413E-012	1.11868E-012	HL	1.25315E-012	8.68327E-012	L	8.08439E-011	HL	1.4731E-011	L	3.6804E-013	H	4.03111E-013	L	6.85941E-012	HL	
239	10/10/2022	11:52:11:45 pm	2686.45	5.62621E-011	3.66083E-012	1.08359E-012	HL	1.2448E-012	8.93777E-012	L	8.1051E-011	HL	1.48148E-011	L	3.76388E-013	H	4.30146E-013	L	6.70221E-012	HL	
240	10/10/2022	11:52:22:93 pm	2697.93	5.60167E-011	3.60507E-012	1.08397E-012	HL	1.23725E-012	8.74287E-012	L	8.17358E-011	HL	1.46461E-011	L	3.73981E-013	H	4.17127E-013	L	6.84265E-012	HL	
241	10/10/2022	11:52:34:43 pm	2709.44	5.53747E-011	3.68187E-012	1.04254E-012	HL	1.23827E-012	8.68703E-012	L	8.06613E-011	HL	1.46839E-011	L	3.63674E-013	H	4.13235E-013	L	6.85753E-012	HL	
242	10/10/2022	11:52:45:85 pm	2720.86	5.57451E-011	3.71461E-012	1.08865E-012	HL	1.15844E-012	8.75648E-012	L	8.08945E-011	HL	1.45616E-011	L	3.67924E-013	H	4.05081E-013	L	6.85807E-012	HL	
243	10/10/2022	11:52:57:24 pm	2732.24	5.57928E-011	3.66534E-012	1.06781E-012	HL	1.23819E-012	8.63909E-012	L	8.07146E-011	HL	1.45943E-011	L	3.78346E-013	H	4.13262E-013	L	6.81438E-012	HL	
244	10/10/2022	11:53:08:69 pm	2743.69	5.59811E-011	3.67473E-012	1.06462E-012	HL	1.19187E-012	8.69532E-012	L	8.06491E-011	HL	1.46378E-011	L	3.67897E-013	H	3.97676E-013	L	6.84876E-012	HL	
245	10/10/2022	11:53:20:16 pm	2755.16	5.6032E-011	3.66595E-012	1.06565E-012	HL	1.19702E-012	9.01605E-012	L	8.1223E-011	HL	1.48593E-011	L	3.67018E-013	H	4.27267E-013	L	6.77363E-012	HL	
246	10/10/2022	11:53:31:58 pm	2766.59	5.56359E-011	3.66531E-012	1.01833E-012	HL	1.21204E-012	8.97251E-012	L	8.11109E-011	HL	1.45709E-011	L	3.63614E-013	H	4.29585E-013	L	6.80633E-012	HL	
247	10/10/2022	11:53:42:95 pm	2777.95	5.60506E-011	3.6209E-012	1.04436E-012	HL	1.18273E-012	8.64454E-012	L	8.07807E-011	HL	1.45351E-011	L	3.70257E-013	H	3.95417E-013	L	6.90903E-012	HL	
248	10/10/2022	11:53:54:33 pm	2789.33	5.58009E-011	3.73107E-012	1.09428E-012	HL	1.19695E-012	8.44113E-012	L	8.09007E-011	HL	1.45017E-011	L	3.6148E-013	H	3.96526E-013	L	6.94676E-012	HL	
249	10/10/2022	11:54:05:70 pm	2800.7	5.54285E-011	3.61379E-012	1.05231E-012	HL	1.19749E-012	8.54855E-012	L	8.07402E-011	HL	1.45E-011	L	3.63806E-013	H	4.17586E-013	L	6.83452E-012	HL	
250	10/10/2022	11:54:17:14 pm	2812.15	5.61838E-011	3.62499E-012	1.04585E-012	HL	1.16467E-012	8.56724E-012	L	8.05964E-011	HL	1.4792E-011	L	3.62927E-013	H	4.27406E-013	L	6.74465E-012	HL	
251	10/10/2022	11:54:28:50 pm	2823.51	5.59167E-011	3.58893E-012	1.07178E-012	HL	1.16108E-012	8.87739E-012	L	8.01558E-011	HL	1.42748E-011	L	3.64223E-013	H	4.13448E-013	L	6.74804E-012	HL	
252	10/10/2022	11:54:39:98 pm	2834.98	5.5675E-011	3.62836E-012	1.04802E-012	HL	1.13918E-012	8.47527E-012	L	8.04239E-011	HL	1.44655E-011	L	3.53061E-013	H	4.03252E-013	L	6.74363E-012	HL	
253	10/10/2022	11:54:51:39 pm	2846.39	5.55563E-011	3.64497E-012	1.08884E-012	HL	1.23691E-012	8.99472E-012	L	8.04885E-011	HL	1.44687E-011	L	3.78009E-013	H	4.26754E-013	L	6.68665E-012	HL	
254	10/10/2022	11:55:02:86 pm	2857.86	5.57913E-011	3.68897E-012	1.1006E-012	HL	1.19033E-012	8.6354E-012	L	8.07758E-011	HL	1.43734E-011	L	3.71709E-013	H	4.23737E-013	L	6.78708E-012	HL	
255	10/10/2022	11:55:14:35 pm	2869.36	5.54052E-011	3.62649E-012	1.03426E-012	HL	1.18785E-012	8.76441E-012	L	8.03098E-011	HL	1.44853E-011	L	3.62886E-013	H	4.18927E-013	L	6.76632E-012	HL	
256	10/10/2022	11:55:25:86 pm	2880.86	5.56368E-011	3.60231E-012	1.06781E-012	HL	1.13561E-012	8.71733E-012	L	8.04243E-011	HL	1.43356E-011	L	3.69778E-013	H	4.29153E-013	L	6.65992E-012	HL	
257	10/10/2022	11:55:37:29 pm	2892.29	5.57661E-011	3.62139E-012	1.03872E-012	HL	1.17455E-012	8.62457E-012	L	8.03321E-011	HL	1.42804E-011	L	3.6404E-013	H	4.29967E-013	L	6.72871E-012	HL	
258	10/10/2022	11:55:48:69 pm	2903.7	5.53197E-011	3.63759E-012	1.06856E-012	HL	1.16582E-012	8.64106E-012	L	8.06955E-011	HL	1.44949E-011	L	3.59572E-013	H	4.09172E-013	L	6.80853E-012	HL	
259	10/10/2022	11:56:00:15 pm	2915.16	5.57392E-011	3.62359E-012	1.05455E-012	HL	1.17109E-012	8.91887E-012	L	8.04691E-011	HL	1.44491E-011	L	3.70169E-013	H	4.07688E-013	L	6.83247E-012	HL	
260	10/10/2022	11:56:11:62 pm	2926.63	5.57396E-011	3.5883E-012	1.09357E-012	HL	1.22365E-012	8.81211E-012	L	8.10994E-011	HL	1.44243E-011	L	3.60684E-013	H	4.28225E-013	L	6.77636E-012	HL	
261	10/10/2022	11:56:23:15 pm	2938.15	5.58014E-011	3.62885E-012	1.03926E-012	HL	1.14584E-012	8.58428E-012	L	8.08083E-011	HL	1.44131E-011	L	3.57444E-013	H	4.148E-013	L	6.845E-012	HL	
262	10/10/2022	11:56:34:72 pm	2949.72	5.55039E-011	3.56122E-012	1.07592E-012	HL	1.18734E-012	8.58608E-012	L	8.06807E-011	HL	1.43367E-011	L	3.75242E-013	H	4.20244E-013	L	6.74477E-012	HL	
263	10/10/2022	11:56:46:13 pm	2961.14	5.62721E-011	3.58092E-012	1.08197E-012	HL	1.1743E-012	8.79489E-012	L	8.06291E-011	HL	1.44965E-011	L	3.52309E-013	H	4.20572E-013	L	6.80313E-012	HL	
264	10/10/2022	11:56:57:60 pm	2972.6	5.56052E-011	3.606E-012	1.08785E-012	HL	1.14781E-012	9.03484E-012	L	8.19458E-011	HL	1.43345E-011	L	3.70162E-013	H	4.13276E-013	L	6.9037E-012	HL	
265	10/10/2022	11:57:09:15 pm	2984.15	5.60424E-011	3.58752E-012	1.04678E-012	HL	1.21687E-012	8.80338E-012	L	8.05502E-011	HL	1.4348E-011	L	3.70848E-013	H	4.07174E-013	L	6.8849E-012	HL	
266	10/10/2022	11:57:20:61 pm	2995.61	5.5369E-011	3.61249E-012	1.05298E-012	HL	1.15137E-012	8.67654E-012	L	8.06792E-011	HL	1.43425E-011	L	3.81537E-013	H	4.14285E-013	L	6.78639E-012	HL	
267	10/10/2022	11:57:32:05 pm	3007.05	5.60393E-011	3.61838E-012	1.07101E-012	HL	1.19624E-012	8.51546E-012	L	8.06809E-011	HL	1.43768E-011	L	3.66581E-013	H	4.25349E-013	L	6.77447E-012	HL	
268	10/10/2022	11:57:43:42 pm	3018.43	5.56442E-011	3.6103E-012	1.0414E-012	HL	1.14351E-012	8.64984E-012	L	8.06906E-011	HL	1.4414E-011	L	3.54845E-013	H	4.25614E-013	L	6.79346E-012	HL	
269	10/10/2022	11:57:54:86 pm	3029.86	5.62786E-011	3.51705E-012	1.04992E-012	HL	1.21949E-012	8.79962E-012	L	8.05871E-011	HL	1.42931E-011	L	3.76042E-013	H	4.28558E-013	L	6.79058E-012	HL	
270	10/10/2022	11:58:06:32 pm	3041.32	5.54553E-011	3.5818E-012	1.00143E-012	HL	1.14205E-012	8.84652E-012	L	8.04356E-011	HL	1.41647E-011	L	3.65222E-013	H	4.07288E-013	L	6.80404E-012	HL	
271	10/10/2022	11:58:17:79 pm	3052.79	5.5481E-011	3.58625E-012	1.02112E-012	HL	1.18305E-012	8.95517E-012	L	8.09147E-011	HL	1.43351E-011	L	3.77354E-013	H	4.18827E-013	L	6.86747E-012	HL	
272	10/10/2022	11:58:29:26 pm	3064.27	5.58041E-011	3.60905E-012	1.09246E-012	HL	1.12876E-012	8.5422E-012	L	8.07261E-011	HL	1.42012E-011	L	3.60214E-013	H	4.04817E-013	L	6.74141E-012	HL	
273	10/10/2022	11:58:40:72 pm	3075.73	5.56854E-011	3.53276E-012	1.0423E-012	HL	1.10721E-012	8.47191E-012	L	8.09105E-011	HL	1.43517E-011	L	3.64356E-013	H	4.1891E-013	L	6.75561E-012	HL	
274	10/10/2022	11:58:52:18 pm	3087.18	5.57248E-011	3.57288E-012	9.98951E-013	HL	1.19022E-012	8.78269E-012	L	8.04441E-011	HL	1.42163E-011	L	3.57654E-013	H	4.10393E-013	L	6.68406E-012	HL	
275	10/10/2022	11:59:03:65 pm	3098.65	5.54156E-011	3.61999E-012	1.03523E-012	HL	1.14052E-012	8.43273E-012	L	8.05331E-011	HL	1.41788E-011	L	3.63894E-013	H	3.99791E-013	L	6.8746E-012	HL	
276	10/10/2022	11:59:15:06 pm	3110.07	5.57757E-011	3.57466E-012	1.08438E-012	HL	1.15101E-012	8.73053E-012	L	8.11546E-011	HL	1.41046E-011	L	3.58567E-013	H	4.16877E-013	L	6.82922E-012	HL	
277	10/10/2022	11:59:26:42 pm	3121.43	5.48466E-011	3.63319E-012	1.06367E-012	HL	1.13733E-012	8.643E-012	L	8.09372E-011	HL	1.40713E-011	L	3.63412E-013	H	4.13081E-013	L	6.82817E-012	HL	
278	10/10/2022	11:59:37:80 pm	3132.8	5.57429E-011	3.57018E-012	1.03782E-012	HL	1.15552E-012	8.59232E-012	L	8.0806E-011	HL	1.41423E-011	L	3.68248E-013	H	4.13253E-013	L	6.72483E-012	HL	
279	10/10/2022	11:59:49:26 pm	3144.26	5.53785E-011	3.5723E-012	1.02717E-012	HL	1.1535E-012	8.6377E-012	L	8.09034E-011	HL	1.43448E-011	L	3.74951E-013	H	4.17118E-013	L	6.79595E-012	HL	
280	10/10/2022	12:00:00:77 pm	3155.78	5.54858E-011	3.6537E-012	1.04772E-012	HL	1.13647E-012	8.42555E-012	L	8.02877E-011	HL	1.41611E-011	L	3.67917E-013	H	4.00733E-013	L	6.72535E-012	HL	
281	10/10/2022	12:00:12:23 pm	3167.24	5.57527E-011	3.5529E-012	1.02698E-012	HL	1.15908E-012	8.67888E-012	L	8.05945E-011	HL	1.39795E-011	L	3.66692E-013	H	4.01203E-013	L	6.71047E-012	HL	
282	10/10/2022	12:00:23:60 pm	3178.6	5.53466E-011	3.59554E-012	1.01354E-012	HL	1.18129E-012	8.38902E-012	L	8.11828E-011	HL	1.42438E-011	L	3.63315E-013	H	4.15113E-013	L	6.76806E-012	HL	
283	10/10/2022	12:00:35:01 pm	3190.01	5.55474E-011	3.5868E-012	1.06284E-012	HL	1.15743E-012	8.5575E-012	L	8.07055E-011	HL	1.41817E-011	L	3.66248E-013	H	4.30818E-013	L	6.70853E-012	HL	
284	10/10/2022	12:00:46:48 pm	3201.48	5.57358E-011	3.58543E-012	1.07669E-012	HL	1.12472E-012	8.51082E-012	L	8.05215E-011	HL	1.4113E-011	L	3.63247E-013	H	4.10921E-013	L	6.67496E-012	HL	
285	10/10/2022	12:00:57:82 pm	3212.83	5.52201E-011	3.62927E-012	1.05379E-012	HL	1.10931E-012	8.71576E-012	L	8.03677E-011	HL	1.42286E-011	L	3.69665E-013	H	3.96254E-013	L	6.7657E-012	HL	
286	10/10/2022	12:01:09:22 pm	3224.22	5.48625E-011	3.55237E-012	1.02699E-012	HL	1.21174E-012	8.53375E-012	L	8.03341E-011	HL	1.39752E-011	L	3.65888E-013	H	3.99063E-013	L	6.70915E-012	HL	
287	10/10/2022	12:01:20:58 pm	3235.58	5.519E-011	3.63819E-012	1.0743E-012	HL	1.19455E-012	8.67946E-012	L	8.06388E-011	HL	1.41177E-011	L	3.66616E-013	H	4.18485E-013	L	6.82475E-012	HL	
288	10/10/2022	12:01:32:05 pm	3247.05	5.45627E-011	3.60579E-012	1.04046E-012	HL	1.12577E-012	8.6715E-012	L	8.00409E-011	HL	1.40549E-011	L	3.71706E-013	H	4.19664E-013	L	6.67819E-012	HL	
289	10/10/2022	12:01:43:49 pm	3258.5	5.56556E-011	3.60644E-012	1.02702E-012	HL	1.1059E-012	8.57105E-012	L	8.07781E-011	HL	1.39441E-011	L	3.57531E-013	H	3.98207E-013	L	6.76318E-012	HL	
290	10/10/2022	12:01:55:03 pm	3270.04	5.54691E-011	3.58482E-012	1.03257E-012	HL	1.13956E-012	8.89584E-012	L	7.9932E-011	HL	1.39155E-011	L	3.68478E-013	H	4.05461E-013	L	6.73469E-012	HL	
291	10/10/2022	12:02:06:51 pm	3281.51	5.50978E-011	3.54101E-012	1.03318E-012	HL	1.17681E-012	8.50801E-012	L	8.06568E-011	HL	1.41273E-011	L	3.66276E-013	H	4.06871E-013	L	6.77414E-012	HL	
292	10/10/2022	12:02:17:94 pm	3292.94	5.54004E-011	3.61561E-012	1.04689E-012	HL	1.19266E-012	8.49276E-012	L	8.03039E-011	HL	1.39968E-011	L	3.67837E-013	H	3.99962E-013	L	6.70873E-012	HL	
293	10/10/2022	12:02:29:31 pm	3304.31	5.51309E-011	3.52586E-012	9.94998E-013	HL	1.11601E-012	8.53863E-012	L	8.00488E-011	HL	1.39804E-011	L	3.5411E-013	H	3.95393E-013	L	6.81908E-012	HL	
294	10/10/2022	12:02:40:69 pm	3315.7	5.49848E-011	3.55956E-012	1.04877E-012	HL	1.13642E-012	8.85483E-012	L	8.03245E-011	HL	1.41558E-011	L	3.78825E-013	H	4.21095E-013	L	6.7885E-012	HL	
295	10/10/2022	12:02:52:16 pm	3327.17	5.53454E-011	3.48157E-012	1.01135E-012	HL	1.12046E-012	8.64549E-012	L	8.0737E-011	HL	1.40401E-011	L	3.62418E-013	H	4.13777E-013	L	6.83046E-012	HL	
296	10/10/2022	12:03:03:70 pm	3338.7	5.5353E-011	3.52731E-012	1.03454E-012	HL	1.14317E-012	8.43666E-012	L	8.06704E-011	HL	1.3897E-011	L	3.70435E-013	H	4.15633E-013	L	6.76428E-012	HL	
297	10/10/2022	12:03:15:16 pm	3350.16	5.57642E-011	3.61101E-012	1.04442E-012	HL	1.12705E-012	8.48951E-012	L	8.01523E-011	HL	1.40134E-011	L	3.5961E-013	H	4.05056E-013	L	6.72569E-012	HL	
298	10/10/2022	12:03:26:51 pm	3361.52	5.513E-011	3.51446E-012	1.03725E-012	HL	1.15667E-012	8.69533E-012	L	7.98937E-011	HL	1.41336E-011	L	3.63432E-013	H	4.01782E-013	L	6.77337E-012	HL	
299	10/10/2022	12:03:37:99 pm	3373	5.53143E-011	3.67933E-012	1.04421E-012	HL	1.13129E-012	8.41267E-012	L	8.09115E-011	HL	1.38117E-011	L	3.6542E-013	H	4.21481E-013	L	6.6404E-012	HL	
300	10/10/2022	12:03:49:48 pm	3384.48	5.53803E-011	3.60971E-012	1.02428E-012	HL	1.09702E-012	8.72671E-012	L	8.04903E-011	HL	1.39338E-011	L	3.64519E-013	H	4.19943E-013	L	7.08141E-012	HL	
301	10/10/2022	12:04:00:95 pm	3395.95	5.5257E-011	3.44143E-012	1.11433E-012	HL	1.13989E-012	8.64595E-012	L	8.03434E-011	HL	1.39299E-011	L	3.66196E-013	H	4.1183E-013	L	6.65403E-012	HL	
302	10/10/2022	12:04:12:45 pm	3407.46	5.5392E-011	3.49574E-012	1.03956E-012	HL	1.10763E-012	8.56548E-012	L	8.10088E-011	HL	1.40631E-011	L	3.72156E-013	H	3.96863E-013	L	6.7966E-012	HL	
303	10/10/2022	12:04:23:90 pm	3418.91	5.58016E-011	3.55873E-012	1.00653E-012	HL	1.10071E-012	8.60748E-012	L	8.00802E-011	HL	1.39999E-011	L	3.68343E-013	H	3.98313E-013	L	6.69894E-012	HL	
304	10/10/2022	12:04:35:26 pm	3430.26	5.56108E-011	3.62504E-012	1.03442E-012	HL	1.13646E-012	8.78832E-012	L	8.03596E-011	HL	1.39906E-011	L	3.67008E-013	H	4.12052E-013	L	6.69014E-012	HL	
305	10/10/2022	12:04:46:70 pm	3441.7	5.54848E-011	3.59625E-012	1.02951E-012	HL	1.10384E-012	8.71264E-012	L	8.09945E-011	HL	1.37046E-011	L	3.80153E-013	H	3.95545E-013	L	6.9558E-012	HL	
306	10/10/2022	12:04:58:20 pm	3453.2	5.54693E-011	3.49903E-012	1.04584E-012	HL	1.10585E-012	8.63543E-012	L	8.07592E-011	HL	1.41075E-011	L	3.59545E-013	H	4.04227E-013	L	6.69278E-012	HL	
