F1((1=on,0=off))	1
F2((1=on,0=off))	0
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	18.00
mode-change-delay()	
multiplier(V)	810
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
2023/05/11 10:58:32.627	0.00000000000159573000	2023/05/11 10:58:32.827	0.00000000000005551620	2023/05/11 10:58:33.027	0.00000000000005110550	2023/05/11 10:58:33.227	0.00000000000004695710	2023/05/11 10:58:33.427	0.00000000000003642850	2023/05/11 10:58:33.628	0.00000000000014251200	2023/05/11 10:58:34.329	0.00000000000032250000	2023/05/11 10:58:34.529	0.00000000000010750000	2023/05/11 10:58:34.729	0.00000000000000000000	2023/05/11 10:58:34.930	0.00000000000021500000
2023/05/11 10:58:38.202	0.00000000000159734000	2023/05/11 10:58:38.402	0.00000000000004417600	2023/05/11 10:58:38.602	0.00000000000004696240	2023/05/11 10:58:38.802	0.00000000000003291970	2023/05/11 10:58:39.002	0.00000000000004731830	2023/05/11 10:58:39.202	0.00000000000016015300	2023/05/11 10:58:39.904	0.00000000000000000000	2023/05/11 10:58:40.104	0.00000000000010750000
2023/05/11 10:58:43.777	0.00000000000161830000	2023/05/11 10:58:43.977	0.00000000000005164410	2023/05/11 10:58:44.177	0.00000000000005379510	2023/05/11 10:58:44.377	0.00000000000003592000	2023/05/11 10:58:44.577	0.00000000000005885090	2023/05/11 10:58:44.777	0.00000000000012511900	2023/05/11 10:58:46.080	0.00000000000000000000
2023/05/11 10:58:49.352	0.00000000000157949000	2023/05/11 10:58:49.552	0.00000000000005548400	2023/05/11 10:58:49.752	0.00000000000004050060	2023/05/11 10:58:49.952	0.00000000000002429390	2023/05/11 10:58:50.152	0.00000000000006573090	2023/05/11 10:58:50.353	0.00000000000014678000
2023/05/11 10:58:54.927	0.00000000000158530000	2023/05/11 10:58:55.127	0.00000000000006222740	2023/05/11 10:58:55.327	0.00000000000002603430	2023/05/11 10:58:55.527	0.00000000000003587700	2023/05/11 10:58:55.727	0.00000000000003457090	2023/05/11 10:58:55.928	0.00000000000014293200	2023/05/11 10:58:56.629	0.00000000000021500000	2023/05/11 10:58:57.029	0.00000000000021500000	2023/05/11 10:58:57.230	0.00000000000032250000
2023/05/11 10:59:00.502	0.00000000000162970000	2023/05/11 10:59:00.702	0.00000000000006747020	2023/05/11 10:59:00.902	0.00000000000003473970	2023/05/11 10:59:01.102	0.00000000000002730070	2023/05/11 10:59:01.302	0.00000000000005148930	2023/05/11 10:59:01.503	0.00000000000015415500	2023/05/11 10:59:02.204	0.00000000000000000000	2023/05/11 10:59:02.404	0.00000000000000000000	2023/05/11 10:59:02.604	0.00000000000000000000	2023/05/11 10:59:02.805	0.00000000000000000000
2023/05/11 10:59:06.077	0.00000000000155918000	2023/05/11 10:59:06.277	0.00000000000005538720	2023/05/11 10:59:06.477	0.00000000000005947330	2023/05/11 10:59:06.677	0.00000000000003063750	2023/05/11 10:59:06.877	0.00000000000006200810	2023/05/11 10:59:07.077	0.00000000000013929800	2023/05/11 10:59:07.779	0.00000000000032250000	2023/05/11 10:59:07.979	0.00000000000021500000	2023/05/11 10:59:08.179	0.00000000000021500000	2023/05/11 10:59:08.380	0.00000000000021500000
2023/05/11 10:59:11.652	0.00000000000155961000	2023/05/11 10:59:11.852	0.00000000000005445300	2023/05/11 10:59:12.052	0.00000000000003081590	2023/05/11 10:59:12.252	0.00000000000004256780	2023/05/11 10:59:12.452	0.00000000000001624750	2023/05/11 10:59:12.653	0.00000000000016529200	2023/05/11 10:59:13.354	0.00000000000010750000	2023/05/11 10:59:13.554	0.00000000000000000000	2023/05/11 10:59:13.754	0.00000000000010750000	2023/05/11 10:59:13.955	0.00000000000021500000
2023/05/11 10:59:17.227	0.00000000000157412000	2023/05/11 10:59:17.427	0.00000000000004326550	2023/05/11 10:59:17.627	0.00000000000006145880	2023/05/11 10:59:17.827	0.00000000000003817540	2023/05/11 10:59:18.027	0.00000000000004885770	2023/05/11 10:59:18.228	0.00000000000015524000	2023/05/11 10:59:18.929	0.00000000000021500000	2023/05/11 10:59:19.129	0.00000000000010750000	2023/05/11 10:59:19.329	0.00000000000021500000	2023/05/11 10:59:19.530	0.00000000000021500000
2023/05/11 10:59:22.802	0.00000000000157917000	2023/05/11 10:59:23.002	0.00000000000005302220	2023/05/11 10:59:23.202	0.00000000000004797620	2023/05/11 10:59:23.402	0.00000000000004127030	2023/05/11 10:59:23.602	0.00000000000006056440	2023/05/11 10:59:23.803	0.00000000000017389200	2023/05/11 10:59:24.504	0.00000000000000000000	2023/05/11 10:59:24.704	0.00000000000010750000
2023/05/11 10:59:28.377	0.00000000000158584000	2023/05/11 10:59:28.577	0.00000000000006828830	2023/05/11 10:59:28.777	0.00000000000005164190	2023/05/11 10:59:28.977	0.00000000000003653710	2023/05/11 10:59:29.177	0.00000000000003125560	2023/05/11 10:59:29.377	0.00000000000015578900	2023/05/11 10:59:30.079	0.00000000000021500000	2023/05/11 10:59:30.279	0.00000000000000000000	2023/05/11 10:59:30.680	0.00000000000010750000
2023/05/11 10:59:33.952	0.00000000000159379000	2023/05/11 10:59:34.152	0.00000000000006837970	2023/05/11 10:59:34.352	0.00000000000003826670	2023/05/11 10:59:34.552	0.00000000000004202600	2023/05/11 10:59:34.752	0.00000000000005750280	2023/05/11 10:59:34.952	0.00000000000015510100	2023/05/11 10:59:35.654	0.00000000000010750000	2023/05/11 10:59:35.854	0.00000000000032250000	2023/05/11 10:59:36.054	0.00000000000021500000	2023/05/11 10:59:36.255	0.00000000000032250000
2023/05/11 10:59:39.527	0.00000000000157401000	2023/05/11 10:59:39.727	0.00000000000005169350	2023/05/11 10:59:39.927	0.00000000000004416420	2023/05/11 10:59:40.127	0.00000000000004929730	2023/05/11 10:59:40.327	0.00000000000003088260	2023/05/11 10:59:40.527	0.00000000000016930100	2023/05/11 10:59:41.229	0.00000000000010750000	2023/05/11 10:59:41.629	0.00000000000010750000
2023/05/11 10:59:45.102	0.00000000000156681000	2023/05/11 10:59:45.302	0.00000000000006680050	2023/05/11 10:59:45.502	0.00000000000005186870	2023/05/11 10:59:45.702	0.00000000000003917730	2023/05/11 10:59:45.902	0.00000000000005573440	2023/05/11 10:59:46.102	0.00000000000012921500	2023/05/11 10:59:46.804	0.00000000000053750000	2023/05/11 10:59:47.004	0.00000000000032250000	2023/05/11 10:59:47.204	0.00000000000032250000	2023/05/11 10:59:47.405	0.00000000000032250000
2023/05/11 10:59:50.677	0.00000000000159519000	2023/05/11 10:59:50.877	0.00000000000006129970	2023/05/11 10:59:51.077	0.00000000000004805140	2023/05/11 10:59:51.277	0.00000000000003260580	2023/05/11 10:59:51.477	0.00000000000005371450	2023/05/11 10:59:51.678	0.00000000000015547700	2023/05/11 10:59:52.379	0.00000000000021500000	2023/05/11 10:59:52.579	0.00000000000010750000	2023/05/11 10:59:52.779	0.00000000000043000000	2023/05/11 10:59:52.980	0.00000000000032250000
2023/05/11 10:59:56.252	0.00000000000156154000	2023/05/11 10:59:56.452	0.00000000000004538540	2023/05/11 10:59:56.652	0.00000000000003063420	2023/05/11 10:59:56.852	0.00000000000002430030	2023/05/11 10:59:57.052	0.00000000000005053140	2023/05/11 10:59:57.253	0.00000000000015539100	2023/05/11 10:59:57.954	0.00000000000043000000	2023/05/11 10:59:58.154	0.00000000000010750000	2023/05/11 10:59:58.354	0.00000000000010750000	2023/05/11 10:59:58.555	0.00000000000010750000
2023/05/11 11:00:01.827	0.00000000000158723000	2023/05/11 11:00:02.027	0.00000000000006255750	2023/05/11 11:00:02.227	0.00000000000006892150	2023/05/11 11:00:02.427	0.00000000000004178740	2023/05/11 11:00:02.627	0.00000000000005443690	2023/05/11 11:00:02.827	0.00000000000011955000	2023/05/11 11:00:03.529	0.00000000000053750000	2023/05/11 11:00:03.729	0.00000000000010750000	2023/05/11 11:00:03.929	0.00000000000000000000	2023/05/11 11:00:04.130	0.00000000000021500000
2023/05/11 11:00:07.402	0.00000000000156584000	2023/05/11 11:00:07.602	0.00000000000007528650	2023/05/11 11:00:07.802	0.00000000000004364610	2023/05/11 11:00:08.002	0.00000000000002988170	2023/05/11 11:00:08.202	0.00000000000006364430	2023/05/11 11:00:08.403	0.00000000000014642500	2023/05/11 11:00:09.104	0.00000000000021500000	2023/05/11 11:00:09.304	0.00000000000032250000	2023/05/11 11:00:09.504	0.00000000000021500000	2023/05/11 11:00:09.705	0.00000000000021500000
2023/05/11 11:00:12.977	0.00000000000160121000	2023/05/11 11:00:13.177	0.00000000000003704880	2023/05/11 11:00:13.377	0.00000000000003252410	2023/05/11 11:00:13.577	0.00000000000002520330	2023/05/11 11:00:13.777	0.00000000000005906800	2023/05/11 11:00:13.978	0.00000000000013148300	2023/05/11 11:00:14.679	0.00000000000000000000	2023/05/11 11:00:14.879	0.00000000000010750000	2023/05/11 11:00:15.079	0.00000000000010750000	2023/05/11 11:00:15.280	0.00000000000010750000
