	Live comments	Elapsed time	Coverage	Time	H2 4K BA2	H2 4K BA1	corr BA2	corr BA1	injection 100mbar	Barion_2	Barion_1	DUAL experiment	DUAL insulation	injection 1mbar	helium	T-platinum	T-CERNOX	I_emission	I_grid
220		871.0	1.4232865080542838e+16	2023-02-23 13:03:19	2.96e-06	2.93e-06	2.96e-06	2.93e-06	86.548	2.96e-06	2.93e-06	2.141e-06	3.777e-07	1.1	444.0	-5.275	4278.659		
221		880.0	1.4337947759562392e+16	2023-02-23 13:03:28	2.98e-06	2.96e-06	2.98e-06	2.96e-06	86.53	2.98e-06	2.96e-06	2.154e-06	3.772e-07	1.1	444.0	-5.275	4278.659		
222		886.0	1.4478057998255164e+16	2023-02-23 13:03:34	3.01e-06	2.98e-06	3.01e-06	2.98e-06	86.506	3.01e-06	2.98e-06	2.177e-06	3.777e-07	1.1	444.0	-5.05	4278.546		
223		893.0	1.4571464824050378e+16	2023-02-23 13:03:41	3.04e-06	3.01e-06	3.04e-06	3.01e-06	86.49	3.04e-06	3.01e-06	2.192e-06	3.777e-07	1.1	444.0	-5.275	4278.771		
224		900.0	1.4711575062743256e+16	2023-02-23 13:03:48	3.06e-06	3.03e-06	3.06e-06	3.03e-06	86.466	3.06e-06	3.03e-06	2.208e-06	3.772e-07	1.1	444.0	-5.163	4278.771		
225		907.0	1.4828333594987142e+16	2023-02-23 13:03:55	3.08e-06	3.05e-06	3.08e-06	3.05e-06	86.446	3.08e-06	3.05e-06	2.219e-06	3.777e-07	1.1	444.0	-5.275	4278.771		
226		914.0000000000001	1.4945092127231136e+16	2023-02-23 13:04:02	3.1e-06	3.07e-06	3.1e-06	3.07e-06	86.426	3.1e-06	3.07e-06	2.235e-06	3.777e-07	1.1	444.0	-5.275	4278.771		
227		921.0000000000001	1.5044336879638464e+16	2023-02-23 13:04:09	3.13e-06	3.09e-06	3.13e-06	3.09e-06	86.409	3.13e-06	3.09e-06	2.257e-06	3.777e-07	1.1	443.0	-5.163	4278.883		
228		927.0000000000001	1.5155257485270344e+16	2023-02-23 13:04:15	3.15e-06	3.11e-06	3.15e-06	3.11e-06	86.39	3.15e-06	3.11e-06	2.265e-06	3.777e-07	1.1	444.0	-5.275	4278.659		
229		934.0000000000001	1.5272016017514336e+16	2023-02-23 13:04:22	3.17e-06	3.14e-06	3.17e-06	3.14e-06	86.37	3.17e-06	3.14e-06	2.281e-06	3.777e-07	1.1	444.0	-5.387	4278.883		
230		941.0000000000001	1.5412126256207108e+16	2023-02-23 13:04:29	3.19e-06	3.16e-06	3.19e-06	3.16e-06	86.346	3.19e-06	3.16e-06	2.295e-06	3.777e-07	1.1	444.0	-5.163	4278.883		
231		948.0000000000001	1.5511371008614546e+16	2023-02-23 13:04:36	3.21e-06	3.18e-06	3.21e-06	3.18e-06	86.329	3.21e-06	3.18e-06	2.306e-06	3.777e-07	1.1	444.0	-5.387	4278.995		
232		955.0000000000001	1.5622291614246316e+16	2023-02-23 13:04:43	3.23e-06	3.2e-06	3.23e-06	3.2e-06	86.31	3.23e-06	3.2e-06	2.323e-06	3.777e-07	1.1	443.0	-5.275	4279.107		
233		961.0000000000001	1.5739050146490308e+16	2023-02-23 13:04:49	3.25e-06	3.22e-06	3.25e-06	3.22e-06	86.29	3.25e-06	3.22e-06	2.325e-06	3.781e-07	1.1	443.0	-5.275	4279.107		
234		968.0000000000001	1.5855808678734306e+16	2023-02-23 13:04:56	3.27e-06	3.24e-06	3.27e-06	3.24e-06	86.27	3.27e-06	3.24e-06	2.348e-06	3.781e-07	1.1	443.0	-5.275	4278.995		
235		975.0000000000001	1.59433775779173e+16	2023-02-23 13:05:03	3.29e-06	3.26e-06	3.29e-06	3.26e-06	86.255	3.29e-06	3.26e-06	2.354e-06	3.777e-07	1.1	444.0	-5.387	4278.995		
236		982.0000000000001	1.6083487816610178e+16	2023-02-23 13:05:10	3.31e-06	3.28e-06	3.31e-06	3.28e-06	86.231	3.31e-06	3.28e-06	2.368e-06	3.777e-07	1.1	443.0	-5.275	4279.107		
237		989.0000000000001	1.6206084275466284e+16	2023-02-23 13:05:17	3.33e-06	3.29e-06	3.33e-06	3.29e-06	86.21	3.33e-06	3.29e-06	2.379e-06	3.781e-07	1.1	443.0	-5.275	4279.107		
238		995.0000000000001	1.62994911012615e+16	2023-02-23 13:05:23	3.35e-06	3.31e-06	3.35e-06	3.31e-06	86.194	3.35e-06	3.31e-06	2.387e-06	3.781e-07	1.1	444.0	-5.05	4279.22		
239		1002.0000000000001	1.6416249633505388e+16	2023-02-23 13:05:30	3.37e-06	3.33e-06	3.37e-06	3.33e-06	86.174	3.37e-06	3.33e-06	2.56e-06	3.781e-07	1.1	443.0	-5.275	4279.332		
240		1009.0000000000001	1.6533008165749486e+16	2023-02-23 13:05:37	3.39e-06	3.35e-06	3.39e-06	3.35e-06	86.154	3.39e-06	3.35e-06	2.575e-06	3.781e-07	1.1	443.0	-5.275	4279.332		
241		1016.0000000000001	1.6673118404442256e+16	2023-02-23 13:05:44	3.41e-06	3.37e-06	3.41e-06	3.37e-06	86.13	3.41e-06	3.37e-06	2.584e-06	3.781e-07	1.1	443.0	-5.163	4279.332		
242		1023.0000000000001	1.678987693668625e+16	2023-02-23 13:05:51	3.43e-06	3.38e-06	3.43e-06	3.38e-06	86.11	3.43e-06	3.38e-06	2.603e-06	3.786e-07	1.1	443.0	-5.05	4279.556		
243		1029.0	1.6883283762481464e+16	2023-02-23 13:05:57	3.45e-06	3.4e-06	3.45e-06	3.4e-06	86.094	3.45e-06	3.4e-06	2.609e-06	3.781e-07	1.1	443.0	-5.163	4279.444		
244		1036.0	1.7000042294725458e+16	2023-02-23 13:06:04	3.46e-06	3.42e-06	3.46e-06	3.42e-06	86.074	3.46e-06	3.42e-06	2.631e-06	3.781e-07	1.1	443.0	-5.05	4279.444		
245		1043.0	1.7093449120520566e+16	2023-02-23 13:06:11	3.48e-06	3.43e-06	3.48e-06	3.43e-06	86.058	3.48e-06	3.43e-06	2.641e-06	3.781e-07	1.1	443.0	-5.163	4279.332		
246		1050.0	1.7233559359213338e+16	2023-02-23 13:06:18	3.5e-06	3.45e-06	3.5e-06	3.45e-06	86.034	3.5e-06	3.45e-06	2.654e-06	3.786e-07	1.1	443.0	-5.275	4279.444		
247		1057.0	1.7332804111620882e+16	2023-02-23 13:06:25	3.51e-06	3.47e-06	3.51e-06	3.47e-06	86.017	3.51e-06	3.47e-06	2.666e-06	3.781e-07	1.1	442.0	-5.275	4279.669		
248		1063.0	1.7443724717252548e+16	2023-02-23 13:06:31	3.53e-06	3.49e-06	3.53e-06	3.49e-06	85.998	3.53e-06	3.49e-06	2.676e-06	3.786e-07	1.1	443.0	-5.163	4279.556		
249		1070.0	1.7583834955945424e+16	2023-02-23 13:06:38	3.55e-06	3.5e-06	3.55e-06	3.5e-06	85.974	3.55e-06	3.5e-06	2.686e-06	3.781e-07	1.1	443.0	-5.163	4279.556		
250		1077.0	1.765389007529176e+16	2023-02-23 13:06:45	3.56e-06	3.51e-06	3.56e-06	3.51e-06	85.962	3.56e-06	3.51e-06	2.692e-06	3.786e-07	1.1	443.0	-5.163	4279.556		
251		1084.0	1.7817352020433412e+16	2023-02-23 13:06:52	3.58e-06	3.53e-06	3.58e-06	3.53e-06	85.934	3.58e-06	3.53e-06	2.708e-06	3.781e-07	1.1	443.0	-5.275	4279.669		
252		1091.0	1.7910758846228524e+16	2023-02-23 13:06:59	3.6e-06	3.54e-06	3.6e-06	3.54e-06	85.918	3.6e-06	3.54e-06	2.711e-06	3.781e-07	1.1	443.0	-5.387	4279.669		
253		1097.0	1.80216794518604e+16	2023-02-23 13:07:05	3.61e-06	3.56e-06	3.61e-06	3.56e-06	85.899	3.61e-06	3.56e-06	2.735e-06	3.781e-07	1.1	442.0	-5.275	4279.669		
254		1104.0	1.8120924204267732e+16	2023-02-23 13:07:12	3.63e-06	3.58e-06	3.63e-06	3.58e-06	85.882	3.63e-06	3.58e-06	2.738e-06	3.781e-07	1.1	443.0	-5.387	4279.781		
255		1111.0	1.8255196516348388e+16	2023-02-23 13:07:19	3.64e-06	3.59e-06	3.64e-06	3.59e-06	85.859	3.64e-06	3.59e-06	2.744e-06	3.786e-07	1.1	442.0	-5.05	4279.893		
256		1118.0	1.8354441268755716e+16	2023-02-23 13:07:26	3.66e-06	3.61e-06	3.66e-06	3.61e-06	85.842	3.66e-06	3.61e-06	2.758e-06	3.786e-07	1.1	442.0	-5.163	4279.893		
257		1125.0	1.8494551507448596e+16	2023-02-23 13:07:33	3.67e-06	3.62e-06	3.67e-06	3.62e-06	85.818	3.67e-06	3.62e-06	2.764e-06	3.781e-07	1.1	442.0	-5.275	4280.005		
258		1131.0	1.8587958333243704e+16	2023-02-23 13:07:39	3.68e-06	3.63e-06	3.68e-06	3.63e-06	85.802	3.68e-06	3.63e-06	2.771e-06	3.781e-07	1.1	442.0	-5.275	4280.005		
259		1138.0	1.8710554792099916e+16	2023-02-23 13:07:46	3.7e-06	3.65e-06	3.7e-06	3.65e-06	85.781	3.7e-06	3.65e-06	2.781e-06	3.781e-07	1.1	443.0	-5.163	4280.005		
260		1145.0	1.8803961617895136e+16	2023-02-23 13:07:53	3.71e-06	3.66e-06	3.71e-06	3.66e-06	85.765	3.71e-06	3.66e-06	2.791e-06	3.786e-07	1.1	442.0	-5.163	4280.118		
261		1152.0	1.892072015013913e+16	2023-02-23 13:08:00	3.73e-06	3.67e-06	3.73e-06	3.67e-06	85.745	3.73e-06	3.67e-06	2.797e-06	3.786e-07	1.1	442.0	-5.275	4280.005		
262		1159.0	1.9054992462219784e+16	2023-02-23 13:08:07	3.74e-06	3.68e-06	3.74e-06	3.68e-06	85.722	3.74e-06	3.68e-06	2.811e-06	3.786e-07	1.1	442.0	-5.163	4280.118		
263		1165.0	1.9177588921075996e+16	2023-02-23 13:08:13	3.75e-06	3.7e-06	3.75e-06	3.7e-06	85.701	3.75e-06	3.7e-06	2.814e-06	3.786e-07	1.1	442.0	-5.275	4280.005		
264		1172.0	1.9270995746871108e+16	2023-02-23 13:08:20	3.77e-06	3.71e-06	3.77e-06	3.71e-06	85.685	3.77e-06	3.71e-06	2.818e-06	3.786e-07	1.1	442.0	-5.275	4280.23		
265		1179.0	1.93877542791151e+16	2023-02-23 13:08:27	3.78e-06	3.72e-06	3.78e-06	3.72e-06	85.665	3.78e-06	3.72e-06	2.818e-06	3.786e-07	1.1	442.0	-5.05	4280.342		
266		1186.0	1.9481161104910316e+16	2023-02-23 13:08:34	3.79e-06	3.73e-06	3.79e-06	3.73e-06	85.649	3.79e-06	3.73e-06	2.845e-06	3.786e-07	1.1	442.0	-5.163	4280.005		
267		1193.0	1.9644623050051864e+16	2023-02-23 13:08:41	3.8e-06	3.74e-06	3.8e-06	3.74e-06	85.621	3.8e-06	3.74e-06	2.849e-06	3.786e-07	1.1	442.0	-5.275	4280.23		
268		1199.0	1.973219194923497e+16	2023-02-23 13:08:47	3.81e-06	3.75e-06	3.81e-06	3.75e-06	85.606	3.81e-06	3.75e-06	2.849e-06	3.786e-07	1.1	442.0	-5.05	4280.342		
269		1206.0	1.9848950481478852e+16	2023-02-23 13:08:54	3.83e-06	3.76e-06	3.83e-06	3.76e-06	85.586	3.83e-06	3.76e-06	2.859e-06	3.79e-07	1.1	441.0	-5.163	4280.342		
270		1213.0	1.996570901372285e+16	2023-02-23 13:09:01	3.84e-06	3.78e-06	3.84e-06	3.78e-06	85.566	3.84e-06	3.78e-06	2.869e-06	3.786e-07	1.1	442.0	-5.163	4280.342		
271		1220.0	2.0064953766130176e+16	2023-02-23 13:09:08	3.85e-06	3.79e-06	3.85e-06	3.79e-06	85.549	3.85e-06	3.79e-06	2.876e-06	3.786e-07	1.1	441.0	-5.387	4280.454		
272		1227.0	2.0175874371762052e+16	2023-02-23 13:09:15	3.86e-06	3.8e-06	3.86e-06	3.8e-06	85.53	3.86e-06	3.8e-06	2.883e-06	3.79e-07	1.1	441.0	-5.275	4280.342		
273		1233.0	2.0315984610454824e+16	2023-02-23 13:09:21	3.87e-06	3.81e-06	3.87e-06	3.81e-06	85.506	3.87e-06	3.81e-06	2.89e-06	3.786e-07	1.1	442.0	-5.387	4280.23		
274		1240.0	2.040939143625004e+16	2023-02-23 13:09:28	3.88e-06	3.82e-06	3.88e-06	3.82e-06	85.49	3.88e-06	3.82e-06	2.896e-06	3.79e-07	1.1	442.0	-5.275	4280.454		
275		1247.0	2.052614996849403e+16	2023-02-23 13:09:35	3.9e-06	3.83e-06	3.9e-06	3.83e-06	85.47	3.9e-06	3.83e-06	2.903e-06	3.79e-07	1.1	442.0	-5.275	4280.454		
276		1254.0	2.061955679428925e+16	2023-02-23 13:09:42	3.91e-06	3.84e-06	3.91e-06	3.84e-06	85.454	3.91e-06	3.84e-06	2.914e-06	3.79e-07	1.1	441.0	-5.275	4280.566		
277		1261.0	2.0736315326533244e+16	2023-02-23 13:09:49	3.92e-06	3.85e-06	3.92e-06	3.85e-06	85.434	3.92e-06	3.85e-06	2.925e-06	3.79e-07	1.1	442.0	-5.163	4280.23		
278		1267.0	2.0853073858777236e+16	2023-02-23 13:09:55	3.93e-06	3.87e-06	3.93e-06	3.87e-06	85.414	3.93e-06	3.87e-06	2.928e-06	3.79e-07	1.1	442.0	-5.275	4280.679		
279		1274.0	2.099318409747001e+16	2023-02-23 13:10:02	3.94e-06	3.87e-06	3.94e-06	3.87e-06	85.39	3.94e-06	3.87e-06	2.932e-06	3.79e-07	1.1	441.0	-5.163	4280.454		
280		1281.0	2.1092428849877336e+16	2023-02-23 13:10:09	3.95e-06	3.88e-06	3.95e-06	3.88e-06	85.373	3.95e-06	3.88e-06	2.957e-06	3.795e-07	1.1	441.0	-5.275	4280.679		
281		1288.0	2.120918738212144e+16	2023-02-23 13:10:16	3.96e-06	3.9e-06	3.96e-06	3.9e-06	85.353	3.96e-06	3.9e-06	2.96e-06	3.79e-07	1.1	442.0	-5.275	4280.566		
282		1295.0	2.132010798775321e+16	2023-02-23 13:10:23	3.98e-06	3.91e-06	3.98e-06	3.91e-06	85.334	3.98e-06	3.91e-06	2.964e-06	3.795e-07	1.1	441.0	-5.275	4280.791		
283		1301.0	2.1419352740160644e+16	2023-02-23 13:10:29	3.99e-06	3.92e-06	3.99e-06	3.92e-06	85.317	3.99e-06	3.92e-06	2.974e-06	3.795e-07	1.1	441.0	-5.163	4280.566		
284		1308.0	2.155946297885331e+16	2023-02-23 13:10:36	4e-06	3.93e-06	4e-06	3.93e-06	85.293	4e-06	3.93e-06	2.981e-06	3.795e-07	1.1	441.0	-5.163	4280.679		
285		1315.0	2.1652869804648524e+16	2023-02-23 13:10:43	4.01e-06	3.94e-06	4.01e-06	3.94e-06	85.277	4.01e-06	3.94e-06	2.988e-06	3.79e-07	1.1	441.0	-5.163	4280.903		
286		1322.0	2.176962833689252e+16	2023-02-23 13:10:50	4.02e-06	3.95e-06	4.02e-06	3.95e-06	85.257	4.02e-06	3.95e-06	2.992e-06	3.795e-07	1.1	441.0	-5.275	4280.791		
287		1329.0	2.1886386869136616e+16	2023-02-23 13:10:57	4.03e-06	3.96e-06	4.03e-06	3.96e-06	85.237	4.03e-06	3.96e-06	3.003e-06	3.795e-07	1.1	441.0	-5.163	4280.791		
288		1335.0	2.1973955768319616e+16	2023-02-23 13:11:03	4.04e-06	3.97e-06	4.04e-06	3.97e-06	85.222	4.04e-06	3.97e-06	3.006e-06	3.795e-07	1.1	441.0	-5.387	4280.791		
289		1342.0	2.21199039336245e+16	2023-02-23 13:11:10	4.05e-06	3.98e-06	4.05e-06	3.98e-06	85.197	4.05e-06	3.98e-06	3.01e-06	3.795e-07	1.1	441.0	-5.275	4281.015		
290		1349.0	2.2236662465868492e+16	2023-02-23 13:11:17	4.06e-06	3.99e-06	4.06e-06	3.99e-06	85.177	4.06e-06	3.99e-06	3.017e-06	3.795e-07	1.1	441.0	-5.275	4281.015		
291		1356.0	2.2353420998112588e+16	2023-02-23 13:11:24	4.07e-06	3.99e-06	4.07e-06	3.99e-06	85.157	4.07e-06	3.99e-06	3.025e-06	3.799e-07	1.1	440.0	-5.163	4280.791		
292		1363.0	2.2470179530356476e+16	2023-02-23 13:11:31	4.08e-06	4e-06	4.08e-06	4e-06	85.137	4.08e-06	4e-06	3.036e-06	3.795e-07	1.1	440.0	-5.275	4281.015		
293		1369.0	2.2563586356151696e+16	2023-02-23 13:11:37	4.09e-06	4.01e-06	4.09e-06	4.01e-06	85.121	4.09e-06	4.01e-06	3.039e-06	3.795e-07	1.1	441.0	-5.163	4280.903		
294		1376.0	2.2680344888395692e+16	2023-02-23 13:11:44	4.1e-06	4.02e-06	4.1e-06	4.02e-06	85.101	4.1e-06	4.02e-06	3.043e-06	3.795e-07	1.1	440.0	-5.275	4281.015		
295		1383.0	2.28029413472519e+16	2023-02-23 13:11:51	4.1e-06	4.03e-06	4.1e-06	4.03e-06	85.08	4.1e-06	4.03e-06	3.047e-06	3.795e-07	1.1	441.0	-5.499	4280.903		
296		1390.0	2.2913861952883676e+16	2023-02-23 13:11:58	4.12e-06	4.04e-06	4.12e-06	4.04e-06	85.061	4.12e-06	4.04e-06	3.072e-06	3.795e-07	1.1	440.0	-5.163	4281.128		
297		1397.0	2.3030620485127668e+16	2023-02-23 13:12:05	4.13e-06	4.05e-06	4.13e-06	4.05e-06	85.041	4.13e-06	4.05e-06	3.076e-06	3.799e-07	1.1	441.0	-5.275	4281.015		
298		1403.0	2.312402731092288e+16	2023-02-23 13:12:11	4.13e-06	4.06e-06	4.13e-06	4.06e-06	85.025	4.13e-06	4.06e-06	3.08e-06	3.799e-07	1.1	440.0	-5.275	4281.24		
299		1410.0	2.3264137549615652e+16	2023-02-23 13:12:18	4.14e-06	4.07e-06	4.14e-06	4.07e-06	85.001	4.14e-06	4.07e-06	3.09e-06	3.804e-07	1.1	441.0	-5.163	4281.24		
300		1417.0	2.3410085714920644e+16	2023-02-23 13:12:25	4.16e-06	4.07e-06	4.16e-06	4.07e-06	84.976	4.16e-06	4.07e-06	3.094e-06	3.799e-07	1.1	440.0	-5.05	4281.128		
301		1424.0	2.349765461410364e+16	2023-02-23 13:12:32	4.16e-06	4.08e-06	4.16e-06	4.08e-06	84.961	4.16e-06	4.08e-06	3.102e-06	3.799e-07	1.1	440.0	-5.163	4281.24		
302		1431.0	2.3591061439898856e+16	2023-02-23 13:12:39	4.17e-06	4.09e-06	4.17e-06	4.09e-06	84.945	4.17e-06	4.09e-06	3.109e-06	3.809e-07	1.1	441.0	-5.275	4281.24		
303		1437.0	2.370781997214285e+16	2023-02-23 13:12:45	4.18e-06	4.1e-06	4.18e-06	4.1e-06	84.925	4.18e-06	4.1e-06	3.109e-06	3.804e-07	1.1	440.0	-5.163	4281.24		
304		1444.0	2.3801226797937956e+16	2023-02-23 13:12:52	4.19e-06	4.11e-06	4.19e-06	4.11e-06	84.909	4.19e-06	4.11e-06	3.117e-06	3.813e-07	1.1	440.0	-5.163	4281.352		
305		1451.0	2.3941337036630836e+16	2023-02-23 13:12:59	4.2e-06	4.12e-06	4.2e-06	4.12e-06	84.885	4.2e-06	4.12e-06	3.124e-06	3.804e-07	1.1	440.0	-5.05	4281.464		
306		1458.0	2.408144727532361e+16	2023-02-23 13:13:06	4.2e-06	4.12e-06	4.2e-06	4.12e-06	84.861	4.2e-06	4.12e-06	3.128e-06	3.809e-07	1.1	440.0	-5.163	4281.128		
307		1465.0	2.417485410111882e+16	2023-02-23 13:13:13	4.21e-06	4.13e-06	4.21e-06	4.13e-06	84.845	4.21e-06	4.13e-06	3.132e-06	3.813e-07	1.1	440.0	-5.163	4281.464		
308		1471.0	2.426826092691404e+16	2023-02-23 13:13:19	4.22e-06	4.14e-06	4.22e-06	4.14e-06	84.829	4.22e-06	4.14e-06	3.136e-06	3.809e-07	1.1	440.0	-5.275	4281.24		
309		1478.0	2.4385019459158036e+16	2023-02-23 13:13:26	4.23e-06	4.15e-06	4.23e-06	4.15e-06	84.809	4.23e-06	4.15e-06	3.143e-06	3.813e-07	1.1	440.0	-5.163	4281.464		
310		1485.0	2.4501777991402024e+16	2023-02-23 13:13:33	4.24e-06	4.15e-06	4.24e-06	4.15e-06	84.789	4.24e-06	4.15e-06	3.151e-06	3.813e-07	1.1	440.0	-5.275	4281.577		
311		1492.0	2.462437445025824e+16	2023-02-23 13:13:40	4.24e-06	4.16e-06	4.24e-06	4.16e-06	84.768	4.24e-06	4.16e-06	3.158e-06	3.813e-07	1.1	440.0	-5.275	4281.464		
312		1499.0	2.4735295055890012e+16	2023-02-23 13:13:47	4.25e-06	4.17e-06	4.25e-06	4.17e-06	84.749	4.25e-06	4.17e-06	3.158e-06	3.818e-07	1.1	440.0	-5.163	4281.689		
313		1505.0	2.482870188168512e+16	2023-02-23 13:13:53	4.26e-06	4.17e-06	4.26e-06	4.17e-06	84.733	4.26e-06	4.17e-06	3.162e-06	3.813e-07	1.1	440.0	-5.275	4281.801		
314		1512.0	2.494546041392922e+16	2023-02-23 13:14:00	4.26e-06	4.18e-06	4.26e-06	4.18e-06	84.713	4.26e-06	4.18e-06	3.162e-06	3.813e-07	1.1	440.0	-5.387	4281.689		
315		1519.0	2.5062218946173212e+16	2023-02-23 13:14:07	4.27e-06	4.19e-06	4.27e-06	4.19e-06	84.693	4.27e-06	4.19e-06	3.166e-06	3.813e-07	1.1	439.0	-5.275	4281.913		
316		1526.0	2.5202329184865984e+16	2023-02-23 13:14:14	4.28e-06	4.2e-06	4.28e-06	4.2e-06	84.669	4.28e-06	4.2e-06	3.162e-06	3.813e-07	1.1	440.0	-5.05	4281.913		
317		1533.0	2.5295736010661096e+16	2023-02-23 13:14:21	4.28e-06	4.2e-06	4.28e-06	4.2e-06	84.653	4.28e-06	4.2e-06	3.177e-06	3.818e-07	1.1	440.0	-5.275	4282.025		
318		1539.0	2.5406656616292972e+16	2023-02-23 13:14:27	4.29e-06	4.21e-06	4.29e-06	4.21e-06	84.634	4.29e-06	4.21e-06	3.192e-06	3.813e-07	1.1	439.0	-5.275	4282.025		
319		1546.0	2.55059013687003e+16	2023-02-23 13:14:34	4.3e-06	4.21e-06	4.3e-06	4.21e-06	84.617	4.3e-06	4.21e-06	3.192e-06	3.813e-07	1.1	439.0	-5.275	4282.138		
320		1553.0	2.5622659900944404e+16	2023-02-23 13:14:41	4.31e-06	4.22e-06	4.31e-06	4.22e-06	84.597	4.31e-06	4.22e-06	3.192e-06	3.813e-07	1.1	439.0	-5.163	4282.138		
321		1560.0	2.5762770139637172e+16	2023-02-23 13:14:48	4.31e-06	4.23e-06	4.31e-06	4.23e-06	84.573	4.31e-06	4.23e-06	3.196e-06	3.813e-07	1.1	440.0	-5.387	4282.25		
322		1567.0	2.5856176965432284e+16	2023-02-23 13:14:55	4.32e-06	4.23e-06	4.32e-06	4.23e-06	84.557	4.32e-06	4.23e-06	3.196e-06	3.813e-07	1.1	439.0	-5.275	4282.138		
323		1573.0	2.597293549767627e+16	2023-02-23 13:15:01	4.33e-06	4.24e-06	4.33e-06	4.24e-06	84.537	4.33e-06	4.24e-06	3.2e-06	3.818e-07	1.1	440.0	-5.163	4282.362		
324		1580.0	2.6066342323471492e+16	2023-02-23 13:15:08	4.34e-06	4.25e-06	4.34e-06	4.25e-06	84.521	4.34e-06	4.25e-06	3.212e-06	3.813e-07	1.1	439.0	-5.275	4282.474		
325		1587.0	2.618310085571549e+16	2023-02-23 13:15:15	4.34e-06	4.26e-06	4.34e-06	4.26e-06	84.501	4.34e-06	4.26e-06	3.212e-06	3.813e-07	1.1	439.0	-5.275	4282.474		
326		1594.0	2.632321109440826e+16	2023-02-23 13:15:22	4.35e-06	4.26e-06	4.35e-06	4.26e-06	84.477	4.35e-06	4.26e-06	3.22e-06	3.818e-07	1.1	439.0	-5.275	4282.587		
327		1601.0	2.641661792020347e+16	2023-02-23 13:15:29	4.36e-06	4.27e-06	4.36e-06	4.27e-06	84.461	4.36e-06	4.27e-06	3.227e-06	3.818e-07	1.1	439.0	-5.163	4282.474		
328		1607.0	2.6533376452447464e+16	2023-02-23 13:15:35	4.37e-06	4.28e-06	4.37e-06	4.28e-06	84.441	4.37e-06	4.28e-06	3.227e-06	3.818e-07	1.1	439.0	-5.275	4282.699		
329		1614.0	2.665013498469146e+16	2023-02-23 13:15:42	4.37e-06	4.28e-06	4.37e-06	4.28e-06	84.421	4.37e-06	4.28e-06	3.231e-06	3.818e-07	1.1	439.0	-5.163	4282.587		
330		1621.0	2.676689351693545e+16	2023-02-23 13:15:49	4.38e-06	4.29e-06	4.38e-06	4.29e-06	84.401	4.38e-06	4.29e-06	3.235e-06	3.818e-07	1.1	439.0	-5.275	4282.699		
331		1628.0	2.6860300342730668e+16	2023-02-23 13:15:56	4.39e-06	4.3e-06	4.39e-06	4.3e-06	84.385	4.39e-06	4.3e-06	3.243e-06	3.818e-07	1.1	438.0	-5.163	4282.811		
332		1635.0	2.7000410581423436e+16	2023-02-23 13:16:03	4.39e-06	4.3e-06	4.39e-06	4.3e-06	84.361	4.39e-06	4.3e-06	3.247e-06	3.818e-07	1.1	439.0	-5.275	4282.811		
333		1641.0	2.7093817407218656e+16	2023-02-23 13:16:09	4.4e-06	4.31e-06	4.4e-06	4.31e-06	84.345	4.4e-06	4.31e-06	3.251e-06	3.818e-07	1.1	439.0	-5.05	4282.811		
334		1648.0	2.7210575939462644e+16	2023-02-23 13:16:16	4.41e-06	4.32e-06	4.41e-06	4.32e-06	84.325	4.41e-06	4.32e-06	3.255e-06	3.818e-07	1.1	439.0	-5.163	4282.811		
335		1655.0	2.7303982765257864e+16	2023-02-23 13:16:23	4.41e-06	4.32e-06	4.41e-06	4.32e-06	84.309	4.41e-06	4.32e-06	3.262e-06	3.818e-07	1.1	438.0	-5.163	4283.148		
336		1662.0	2.7420741297501856e+16	2023-02-23 13:16:30	4.42e-06	4.33e-06	4.42e-06	4.33e-06	84.289	4.42e-06	4.33e-06	3.262e-06	3.823e-07	1.1	439.0	-5.163	4282.923		
337		1669.0	2.756668946280685e+16	2023-02-23 13:16:37	4.42e-06	4.33e-06	4.42e-06	4.33e-06	84.264	4.42e-06	4.33e-06	3.262e-06	3.818e-07	1.1	439.0	-5.05	4283.26		
338		1675.0	2.7677610068438616e+16	2023-02-23 13:16:43	4.43e-06	4.34e-06	4.43e-06	4.34e-06	84.245	4.43e-06	4.34e-06	3.278e-06	3.818e-07	1.1	438.0	-5.163	4283.148		
339		1682.0	2.7753503114397172e+16	2023-02-23 13:16:50	4.44e-06	4.35e-06	4.44e-06	4.35e-06	84.232	4.44e-06	4.35e-06	3.282e-06	3.818e-07	1.1	438.0	-5.275	4283.148		
340		1689.0	2.7876099573253388e+16	2023-02-23 13:16:57	4.45e-06	4.35e-06	4.45e-06	4.35e-06	84.211	4.45e-06	4.35e-06	3.286e-06	3.818e-07	1.1	439.0	-5.499	4283.26		
341		1696.0	2.7987020178885264e+16	2023-02-23 13:17:04	4.45e-06	4.36e-06	4.45e-06	4.36e-06	84.192	4.45e-06	4.36e-06	3.286e-06	3.818e-07	1.1	438.0	-5.05	4283.372		
342		1703.0	2.8121292490965816e+16	2023-02-23 13:17:11	4.46e-06	4.37e-06	4.46e-06	4.37e-06	84.169	4.46e-06	4.37e-06	3.286e-06	3.823e-07	1.1	438.0	-5.275	4283.26		
343		1709.0	2.823805102320981e+16	2023-02-23 13:17:17	4.46e-06	4.37e-06	4.46e-06	4.37e-06	84.149	4.46e-06	4.37e-06	3.29e-06	3.823e-07	1.1	438.0	-5.275	4283.148		
344		1716.0	2.8331457849005028e+16	2023-02-23 13:17:24	4.47e-06	4.38e-06	4.47e-06	4.38e-06	84.133	4.47e-06	4.38e-06	3.29e-06	3.823e-07	1.1	438.0	-5.387	4283.372		
