	Live comments	Elapsed time	Coverage	Time	H2 4K BA2	H2 4K BA1	corr BA2	corr BA1	injection 100mbar	Barion_2	Barion_1	DUAL experiment	DUAL insulation	injection 1mbar	helium	T-platinum	T-CERNOX	I_emission	I_grid
1184		7461.000000000001	3.558216270136013e+16	2023-02-23 14:53:09	2.73e-06	2.69e-06	2.73e-06	2.69e-06	83.623	2.73e-06	2.69e-06	1.678e-06	4.098e-07	1.1	405.0	-5.163	4291.902		
1185		7468.000000000001	3.560551440780901e+16	2023-02-23 14:53:16	2.73e-06	2.69e-06	2.73e-06	2.69e-06	83.619	2.73e-06	2.69e-06	1.676e-06	4.093e-07	1.1	405.0	-5.275	4292.014		
1186		7475.000000000001	3.560551440780901e+16	2023-02-23 14:53:23	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.676e-06	4.098e-07	1.1	406.0	-5.163	4292.014		
1187		7481.000000000001	3.560551440780901e+16	2023-02-23 14:53:29	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.676e-06	4.093e-07	1.1	405.0	-5.387	4292.126		
1188		7488.000000000001	3.560551440780901e+16	2023-02-23 14:53:36	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.676e-06	4.093e-07	1.1	405.0	-5.275	4292.239		
1189		7495.000000000001	3.560551440780901e+16	2023-02-23 14:53:43	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.676e-06	4.093e-07	1.1	405.0	-5.163	4292.463		
1190		7502.000000000001	3.560551440780901e+16	2023-02-23 14:53:50	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.676e-06	4.093e-07	1.1	405.0	-5.275	4292.351		
1191		7509.000000000001	3.560551440780901e+16	2023-02-23 14:53:57	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.674e-06	4.093e-07	1.1	405.0	-5.163	4292.239		
1192		7515.000000000001	3.5617190261033344e+16	2023-02-23 14:54:03	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.617	2.72e-06	2.69e-06	1.676e-06	4.093e-07	1.1	405.0	-5.275	4292.463		
1193		7522.000000000001	3.5623028187645456e+16	2023-02-23 14:54:10	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.618	2.72e-06	2.69e-06	1.674e-06	4.093e-07	1.1	405.0	-5.275	4292.463		
1194		7529.000000000001	3.5623028187645456e+16	2023-02-23 14:54:17	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.618	2.72e-06	2.69e-06	1.674e-06	4.093e-07	1.1	405.0	-5.163	4292.463		
1195		7536.000000000001	3.5623028187645456e+16	2023-02-23 14:54:24	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.618	2.72e-06	2.69e-06	1.674e-06	4.093e-07	1.1	405.0	-5.05	4292.463		
1196		7543.000000000001	3.5628866114257684e+16	2023-02-23 14:54:31	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.619	2.72e-06	2.69e-06	1.674e-06	4.093e-07	1.1	405.0	-4.938	4292.688		
1197		7549.000000000001	3.564054196748202e+16	2023-02-23 14:54:37	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.617	2.72e-06	2.69e-06	1.672e-06	4.093e-07	1.1	405.0	-5.163	4292.8		
1198		7556.000000000001	3.565221782070646e+16	2023-02-23 14:54:44	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.615	2.72e-06	2.69e-06	1.674e-06	4.093e-07	1.1	405.0	-5.275	4292.8		
1199		7563.000000000001	3.565805574731868e+16	2023-02-23 14:54:51	2.72e-06	2.69e-06	2.72e-06	2.69e-06	83.614	2.72e-06	2.69e-06	1.672e-06	4.088e-07	1.1	405.0	-5.163	4293.024		
1200		7570.000000000001	3.56638936739309e+16	2023-02-23 14:54:58	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.615	2.72e-06	2.68e-06	1.672e-06	4.088e-07	1.1	405.0	-5.163	4292.912		
1201		7577.000000000001	3.566973160054312e+16	2023-02-23 14:55:05	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.614	2.72e-06	2.68e-06	1.668e-06	4.093e-07	1.1	405.0	-5.163	4293.024		
1202		7583.000000000001	3.567556952715534e+16	2023-02-23 14:55:11	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.615	2.72e-06	2.68e-06	1.67e-06	4.088e-07	1.1	405.0	-5.163	4293.137		
1203		7590.000000000001	3.568724538037978e+16	2023-02-23 14:55:18	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.617	2.72e-06	2.68e-06	1.668e-06	4.093e-07	1.1	404.0	-5.275	4293.024		
1204		7597.000000000001	3.570475916021645e+16	2023-02-23 14:55:25	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.614	2.72e-06	2.68e-06	1.668e-06	4.088e-07	1.1	405.0	-5.163	4293.249		
1205		7604.000000000001	3.571059708682867e+16	2023-02-23 14:55:32	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.615	2.72e-06	2.68e-06	1.668e-06	4.088e-07	1.1	405.0	-5.387	4293.361		
1206		7611.000000000001	3.571059708682867e+16	2023-02-23 14:55:39	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.615	2.72e-06	2.68e-06	1.666e-06	4.088e-07	1.1	405.0	-5.163	4293.137		
1207		7617.000000000001	3.5716435013440892e+16	2023-02-23 14:55:45	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.614	2.72e-06	2.68e-06	1.666e-06	4.088e-07	1.1	405.0	-5.163	4293.361		
1208		7624.000000000001	3.572227294005311e+16	2023-02-23 14:55:52	2.72e-06	2.68e-06	2.72e-06	2.68e-06	83.615	2.72e-06	2.68e-06	1.666e-06	4.088e-07	1.1	405.0	-5.163	4293.361		
1209		7631.000000000001	3.5728110866665332e+16	2023-02-23 14:55:59	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.616	2.71e-06	2.68e-06	1.666e-06	4.088e-07	1.1	404.0	-5.163	4293.585		
1210		7638.000000000001	3.573394879327755e+16	2023-02-23 14:56:06	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.617	2.71e-06	2.68e-06	1.666e-06	4.088e-07	1.1	404.0	-5.275	4293.249		
1211		7645.000000000001	3.574562464650189e+16	2023-02-23 14:56:13	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.619	2.71e-06	2.68e-06	1.666e-06	4.093e-07	1.1	405.0	-5.05	4293.585		
1212		7651.000000000001	3.574562464650189e+16	2023-02-23 14:56:19	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.619	2.71e-06	2.68e-06	1.666e-06	4.088e-07	1.1	404.0	-5.275	4293.585		
1213		7658.000000000001	3.5757300499726216e+16	2023-02-23 14:56:26	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.617	2.71e-06	2.68e-06	1.666e-06	4.088e-07	1.1	404.0	-5.163	4293.698		
1214		7665.000000000001	3.5774814279562884e+16	2023-02-23 14:56:33	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.614	2.71e-06	2.68e-06	1.666e-06	4.088e-07	1.1	405.0	-5.275	4293.922		
1215		7672.000000000001	3.5792328059399548e+16	2023-02-23 14:56:40	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.617	2.71e-06	2.68e-06	1.666e-06	4.088e-07	1.1	404.0	-5.05	4293.698		
1216		7679.000000000001	3.5804003912623988e+16	2023-02-23 14:56:47	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.615	2.71e-06	2.68e-06	1.664e-06	4.088e-07	1.1	404.0	-5.275	4293.698		
1217		7685.000000000001	3.5821517692460544e+16	2023-02-23 14:56:53	2.71e-06	2.68e-06	2.71e-06	2.68e-06	83.618	2.71e-06	2.68e-06	1.664e-06	4.088e-07	1.1	404.0	-5.387	4293.698		
1218		7692.000000000001	3.5821517692460544e+16	2023-02-23 14:57:00	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.163	4293.922		
1219		7699.000000000001	3.5827355619072772e+16	2023-02-23 14:57:07	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.666e-06	4.083e-07	1.1	404.0	-5.163	4293.585		
1220		7706.000000000001	3.5833193545684984e+16	2023-02-23 14:57:14	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.664e-06	4.088e-07	1.1	404.0	-5.275	4293.698		
1221		7713.000000000001	3.5839031472297212e+16	2023-02-23 14:57:21	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.088e-07	1.1	404.0	-5.163	4293.81		
1222		7720.000000000001	3.586822110535821e+16	2023-02-23 14:57:28	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.614	2.71e-06	2.67e-06	1.666e-06	4.088e-07	1.1	404.0	-5.163	4293.81		
1223		7726.000000000001	3.589741073841921e+16	2023-02-23 14:57:34	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.088e-07	1.1	404.0	-5.163	4293.81		
1224		7733.000000000001	3.589741073841921e+16	2023-02-23 14:57:41	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.088e-07	1.1	404.0	-5.05	4294.034		
1225		7740.000000000001	3.5903248665031428e+16	2023-02-23 14:57:48	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.666e-06	4.088e-07	1.1	404.0	-5.275	4293.922		
1226		7747.000000000001	3.590908659164365e+16	2023-02-23 14:57:55	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.275	4294.147		
1227		7754.000000000001	3.590908659164365e+16	2023-02-23 14:58:02	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.275	4294.034		
1228		7760.000000000001	3.590908659164365e+16	2023-02-23 14:58:08	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.163	4293.922		
1229		7767.000000000001	3.590908659164365e+16	2023-02-23 14:58:15	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.163	4294.034		
1230		7774.000000000001	3.590908659164365e+16	2023-02-23 14:58:22	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.079e-07	1.1	404.0	-5.275	4294.147		
1231		7781.000000000001	3.590908659164365e+16	2023-02-23 14:58:29	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.387	4294.259		
1232		7788.000000000001	3.590908659164365e+16	2023-02-23 14:58:36	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.619	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.05	4294.034		
1233		7794.000000000001	3.5914924518255868e+16	2023-02-23 14:58:42	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.275	4294.371		
1234		7801.000000000001	3.5914924518255868e+16	2023-02-23 14:58:49	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	403.0	-5.163	4294.259		
1235		7808.000000000001	3.5914924518255868e+16	2023-02-23 14:58:56	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.664e-06	4.079e-07	1.1	403.0	-5.05	4294.259		
1236		7815.000000000001	3.5914924518255868e+16	2023-02-23 14:59:03	2.71e-06	2.67e-06	2.71e-06	2.67e-06	83.618	2.71e-06	2.67e-06	1.664e-06	4.083e-07	1.1	403.0	-5.163	4294.259		
1237		7822.000000000001	3.5914924518255868e+16	2023-02-23 14:59:10	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.275	4294.483		
1238		7828.000000000001	3.5914924518255868e+16	2023-02-23 14:59:16	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.079e-07	1.1	403.0	-5.163	4294.259		
1239		7835.000000000001	3.5914924518255868e+16	2023-02-23 14:59:23	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.083e-07	1.1	404.0	-5.275	4294.371		
1240		7842.000000000001	3.5914924518255868e+16	2023-02-23 14:59:30	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	404.0	-5.275	4294.483		
1241		7849.000000000001	3.592076244486809e+16	2023-02-23 14:59:37	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.664e-06	4.083e-07	1.1	403.0	-5.05	4294.596		
1242		7856.000000000001	3.5926600371480308e+16	2023-02-23 14:59:44	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	404.0	-5.163	4294.483		
1243		7862.000000000001	3.5926600371480308e+16	2023-02-23 14:59:50	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.083e-07	1.1	403.0	-5.275	4294.596		
1244		7869.000000000001	3.5926600371480308e+16	2023-02-23 14:59:57	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.079e-07	1.1	404.0	-5.05	4294.483		
1245		7876.000000000001	3.5926600371480308e+16	2023-02-23 15:00:04	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	404.0	-5.275	4294.596		
1246		7883.000000000001	3.5926600371480308e+16	2023-02-23 15:00:11	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.079e-07	1.1	403.0	-5.275	4294.708		
1247		7890.000000000001	3.5926600371480308e+16	2023-02-23 15:00:18	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.079e-07	1.1	403.0	-5.275	4294.596		
1248		7896.000000000001	3.5926600371480308e+16	2023-02-23 15:00:24	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.083e-07	1.1	403.0	-5.275	4294.82		
1249		7903.000000000001	3.5926600371480308e+16	2023-02-23 15:00:31	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.163	4294.708		
1250		7910.000000000001	3.5926600371480308e+16	2023-02-23 15:00:38	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.074e-07	1.1	403.0	-5.387	4294.596		
1251		7917.000000000001	3.5926600371480308e+16	2023-02-23 15:00:45	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.275	4294.708		
1252		7924.000000000001	3.5926600371480308e+16	2023-02-23 15:00:52	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.664e-06	4.079e-07	1.1	403.0	-5.387	4294.82		
1253		7930.000000000001	3.5932438298092536e+16	2023-02-23 15:00:58	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.275	4294.82		
1254		7938.000000000001	3.5932438298092536e+16	2023-02-23 15:01:06	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.163	4294.596		
1255		7945.000000000001	3.5932438298092536e+16	2023-02-23 15:01:13	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.275	4294.932		
1256		7952.000000000001	3.5932438298092536e+16	2023-02-23 15:01:20	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.275	4294.708		
1257		7959.000000000001	3.5932438298092536e+16	2023-02-23 15:01:27	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.163	4294.82		
1258		7966.000000000001	3.5932438298092536e+16	2023-02-23 15:01:34	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.275	4294.82		
1259		7973.000000000001	3.5932438298092536e+16	2023-02-23 15:01:41	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.05	4294.82		
1260		7979.000000000001	3.5938276224704748e+16	2023-02-23 15:01:47	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.618	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.275	4294.82		
1261		7986.000000000001	3.5944114151316976e+16	2023-02-23 15:01:54	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.05	4294.932		
1262		7993.000000000001	3.5944114151316976e+16	2023-02-23 15:02:01	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.163	4294.932		
1263		8000.000000000001	3.5944114151316976e+16	2023-02-23 15:02:08	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.275	4294.932		
1264		8007.000000000001	3.5944114151316976e+16	2023-02-23 15:02:15	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.069e-07	1.1	403.0	-5.05	4295.045		
1265		8013.000000000001	3.5944114151316976e+16	2023-02-23 15:02:21	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.069e-07	1.1	403.0	-5.275	4294.932		
1266		8020.000000000001	3.5944114151316976e+16	2023-02-23 15:02:28	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.079e-07	1.1	403.0	-5.163	4294.82		
1267		8027.000000000001	3.5944114151316976e+16	2023-02-23 15:02:35	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.387	4295.045		
1268		8034.000000000001	3.5944114151316976e+16	2023-02-23 15:02:42	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	402.0	-5.275	4295.157		
1269		8041.000000000001	3.5944114151316976e+16	2023-02-23 15:02:49	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.275	4295.045		
1270		8047.000000000001	3.5944114151316976e+16	2023-02-23 15:02:55	2.7e-06	2.67e-06	2.7e-06	2.67e-06	83.619	2.7e-06	2.67e-06	1.662e-06	4.074e-07	1.1	403.0	-5.275	4295.269		
1271		8054.000000000001	3.5944114151316976e+16	2023-02-23 15:03:02	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	402.0	-5.163	4295.045		
1272		8061.000000000001	3.5944114151316976e+16	2023-02-23 15:03:09	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	403.0	-5.163	4295.157		
1273		8068.000000000001	3.5944114151316976e+16	2023-02-23 15:03:16	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	403.0	-5.163	4295.157		
1274		8075.000000000001	3.5949952077929196e+16	2023-02-23 15:03:23	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.618	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	403.0	-5.275	4295.157		
1275		8081.000000000001	3.5955790004541416e+16	2023-02-23 15:03:29	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	402.0	-5.163	4295.381		
1276		8088.000000000001	3.5955790004541416e+16	2023-02-23 15:03:36	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	403.0	-5.275	4295.045		
1277		8095.000000000001	3.5955790004541416e+16	2023-02-23 15:03:43	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.275	4295.381		
1278		8102.000000000001	3.5955790004541416e+16	2023-02-23 15:03:50	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.493		
1279		8109.000000000001	3.5955790004541416e+16	2023-02-23 15:03:57	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.079e-07	1.1	402.0	-5.163	4295.157		
1280		8115.000000000001	3.5955790004541416e+16	2023-02-23 15:04:03	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.66e-06	4.074e-07	1.1	402.0	-5.163	4295.269		
1281		8122.000000000001	3.596162793115364e+16	2023-02-23 15:04:10	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.618	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	402.0	-5.387	4295.269		
1282		8129.000000000001	3.596746585776586e+16	2023-02-23 15:04:17	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.619	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	402.0	-5.275	4295.269		
1283		8136.000000000001	3.598497963760252e+16	2023-02-23 15:04:24	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.622	2.7e-06	2.66e-06	1.66e-06	4.074e-07	1.1	402.0	-5.275	4295.157		
1284		8143.000000000001	3.599081756421474e+16	2023-02-23 15:04:31	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.269		
1285		8150.000000000001	3.599081756421474e+16	2023-02-23 15:04:38	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.66e-06	4.074e-07	1.1	402.0	-5.163	4295.269		
1286		8156.000000000001	3.599081756421474e+16	2023-02-23 15:04:44	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.269		
1287		8163.000000000001	3.599081756421474e+16	2023-02-23 15:04:51	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.045		
1288		8170.000000000001	3.599081756421474e+16	2023-02-23 15:04:58	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.157		
1289		8177.000000000001	3.599081756421474e+16	2023-02-23 15:05:05	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.074e-07	1.1	402.0	-5.387	4295.269		
1290		8184.000000000001	3.599081756421474e+16	2023-02-23 15:05:12	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.381		
1291		8190.000000000001	3.599081756421474e+16	2023-02-23 15:05:18	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.163	4295.381		
1292		8198.0	3.599081756421474e+16	2023-02-23 15:05:26	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	402.0	-5.387	4295.269		
1293		8204.0	3.599665549082696e+16	2023-02-23 15:05:32	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.622	2.7e-06	2.66e-06	1.662e-06	4.069e-07	1.1	402.0	-5.275	4295.269		
1294		8211.0	3.600249341743918e+16	2023-02-23 15:05:39	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.66e-06	4.069e-07	1.1	402.0	-5.163	4295.157		
1295		8218.0	3.600249341743918e+16	2023-02-23 15:05:46	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	402.0	-5.163	4295.493		
1296		8225.0	3.600249341743918e+16	2023-02-23 15:05:53	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	402.0	-5.05	4295.269		
1297		8232.0	3.600249341743918e+16	2023-02-23 15:06:00	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.623	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	402.0	-5.275	4295.269		
1298		8238.0	3.6025845123887852e+16	2023-02-23 15:06:06	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.627	2.7e-06	2.66e-06	1.662e-06	4.059e-07	1.1	402.0	-5.163	4295.157		
1299		8245.0	3.6025845123887852e+16	2023-02-23 15:06:13	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.627	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	402.0	-4.938	4295.269		
1300		8252.0	3.6025845123887852e+16	2023-02-23 15:06:20	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.627	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	402.0	-5.275	4295.045		
1301		8259.0	3.6025845123887852e+16	2023-02-23 15:06:27	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.627	2.7e-06	2.66e-06	1.662e-06	4.064e-07	1.1	401.0	-5.163	4295.493		
1302		8266.0	3.603168305049997e+16	2023-02-23 15:06:34	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.626	2.7e-06	2.66e-06	1.66e-06	4.059e-07	1.1	401.0	-5.163	4295.157		
1303		8272.0	3.603752097711208e+16	2023-02-23 15:06:40	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.627	2.7e-06	2.66e-06	1.66e-06	4.059e-07	1.1	402.0	-5.275	4295.269		
1304		8279.0	3.60433589037243e+16	2023-02-23 15:06:47	2.7e-06	2.66e-06	2.7e-06	2.66e-06	83.628	2.7e-06	2.66e-06	1.662e-06	4.059e-07	1.1	401.0	-5.05	4295.269		
