	Timestamp, mass 2	mass 2.0_value	Timestamp, mass 4	mass 4.0_value	Timestamp, mass 5.5	mass 5.5_value	Timestamp, mass 12	mass 12.0_value	Timestamp, mass 15	mass 15.0_value	Timestamp, mass 16	mass 16.0_value	Timestamp, mass 18	mass 18.0_value	Timestamp, mass 28	mass 28.0_value	Timestamp, mass 32	mass 32.0_value	Timestamp, mass 40	mass 40.0_value	Timestamp, mass 44	mass 44.0_value
42	2023-01-12 17:19:12.669	6.11024e-11	2023-01-12 17:19:09.668	7.748e-13	2023-01-12 17:19:09.668	1.062e-13	2023-01-12 17:19:09.668	3.186e-13	2023-01-12 17:19:09.667	2.014e-13	2023-01-12 17:19:09.667	6.335e-13	2023-01-12 17:19:09.668	1.3728e-12	2023-01-12 17:19:09.668	2.0464e-12	2023-01-12 17:19:09.669	1.977e-13	2023-01-12 17:19:08.917	3.65e-14	2023-01-12 17:14:44.017	2.37575e-11
43	2023-01-12 17:19:18.994	6.11788e-11	2023-01-12 17:19:15.993	7.856e-13	2023-01-12 17:19:15.993	1.116e-13	2023-01-12 17:19:15.993	3.203e-13	2023-01-12 17:19:15.992	1.698e-13	2023-01-12 17:19:15.992	6.158e-13	2023-01-12 17:19:15.993	1.2933e-12	2023-01-12 17:19:15.993	2.059e-12	2023-01-12 17:19:15.994	2.129e-13	2023-01-12 17:19:15.242	2.62e-14	2023-01-12 17:14:44.017	2.365e-11
44	2023-01-12 17:19:25.319	6.15373e-11	2023-01-12 17:19:22.318	7.601e-13	2023-01-12 17:19:22.318	1.148e-13	2023-01-12 17:19:22.318	3.452e-13	2023-01-12 17:19:22.317	1.906e-13	2023-01-12 17:19:22.317	6.023e-13	2023-01-12 17:19:22.318	1.3433e-12	2023-01-12 17:19:22.318	2.0502e-12	2023-01-12 17:19:22.319	1.931e-13	2023-01-12 17:19:21.567	1.68e-14	2023-01-12 17:14:44.017	2.37575e-11
45	2023-01-12 17:19:31.644	6.12024e-11	2023-01-12 17:19:28.643	7.75e-13	2023-01-12 17:19:28.643	1.229e-13	2023-01-12 17:19:28.643	3.378e-13	2023-01-12 17:19:28.642	1.833e-13	2023-01-12 17:19:28.642	6.229e-13	2023-01-12 17:19:28.643	1.3344e-12	2023-01-12 17:19:28.643	2.0872e-12	2023-01-12 17:19:28.644	1.91e-13	2023-01-12 17:19:27.892	2.29e-14	2023-01-12 17:14:44.017	2.3865e-11
46	2023-01-12 17:19:37.969	6.13777e-11	2023-01-12 17:19:34.968	7.866e-13	2023-01-12 17:19:34.968	1.199e-13	2023-01-12 17:19:34.968	3.37e-13	2023-01-12 17:19:34.967	1.933e-13	2023-01-12 17:19:34.967	6.693e-13	2023-01-12 17:19:34.968	1.3603e-12	2023-01-12 17:19:34.968	2.022e-12	2023-01-12 17:19:34.969	2.004e-13	2023-01-12 17:19:34.217	2.54e-14	2023-01-12 17:14:44.017	2.38112e-11
47	2023-01-12 17:19:44.294	6.11944e-11	2023-01-12 17:19:41.293	7.747e-13	2023-01-12 17:19:41.293	1.037e-13	2023-01-12 17:19:41.293	3.237e-13	2023-01-12 17:19:41.292	1.853e-13	2023-01-12 17:19:41.292	5.987e-13	2023-01-12 17:19:41.293	1.3592e-12	2023-01-12 17:19:41.293	2.0557e-12	2023-01-12 17:19:41.294	2.115e-13	2023-01-12 17:19:40.542	3.08e-14	2023-01-12 17:14:44.017	2.40262e-11
48	2023-01-12 17:19:50.619	6.13029e-11	2023-01-12 17:19:47.618	7.859e-13	2023-01-12 17:19:47.618	1.19e-13	2023-01-12 17:19:47.618	3.295e-13	2023-01-12 17:19:47.617	1.978e-13	2023-01-12 17:19:47.617	6.702e-13	2023-01-12 17:19:47.618	1.3189e-12	2023-01-12 17:19:47.618	2.0618e-12	2023-01-12 17:19:47.619	2.015e-13	2023-01-12 17:19:46.867	2.13e-14	2023-01-12 17:14:44.017	2.39187e-11
49	2023-01-12 17:19:56.944	6.10433e-11	2023-01-12 17:19:53.943	7.769e-13	2023-01-12 17:19:53.943	1.189e-13	2023-01-12 17:19:53.943	3.107e-13	2023-01-12 17:19:53.942	1.911e-13	2023-01-12 17:19:53.943	5.93e-13	2023-01-12 17:19:53.943	1.3219e-12	2023-01-12 17:19:53.943	2.0501e-12	2023-01-12 17:19:53.944	2.105e-13	2023-01-12 17:19:53.192	2.38e-14	2023-01-12 17:14:44.017	2.37575e-11
50	2023-01-12 17:20:03.269	6.14405e-11	2023-01-12 17:20:00.268	7.739e-13	2023-01-12 17:20:00.268	1.069e-13	2023-01-12 17:20:00.268	3.262e-13	2023-01-12 17:20:00.267	1.959e-13	2023-01-12 17:20:00.267	6.411e-13	2023-01-12 17:20:00.268	1.3502e-12	2023-01-12 17:20:00.268	2.0387e-12	2023-01-12 17:20:00.269	1.921e-13	2023-01-12 17:19:59.517	3.88e-14	2023-01-12 17:14:44.017	2.39187e-11
51	2023-01-12 17:20:09.594	6.13406e-11	2023-01-12 17:20:06.593	7.989e-13	2023-01-12 17:20:06.593	1.347e-13	2023-01-12 17:20:06.593	3.018e-13	2023-01-12 17:20:06.592	1.917e-13	2023-01-12 17:20:06.592	6.045e-13	2023-01-12 17:20:06.593	1.3131e-12	2023-01-12 17:20:06.593	2.0205e-12	2023-01-12 17:20:06.594	2.062e-13	2023-01-12 17:20:05.842	3.12e-14	2023-01-12 17:14:44.017	2.37037e-11
