ASCII SAMPLE CYCLES :			primary desorption, grid opaque.mdc
DATE :	10/10/2022	TIME :	09:57:53 pm
CONVERTED CYCLES :			363
Number of stored cycles			363
Printed start cycle			1
Printed end cycle			363
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	2.00	min:	5.41951E-011	max:	4.29319E-010	
'0/1'	12.00	min:	3.12211E-012	max:	2.99482E-011	
'0/2'	14.00	min:	8.42336E-013	max:	1.54614E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/3'	15.00	min:	8.04134E-013	max:	3.58094E-011	
'0/4'	16.00	min:	7.93774E-012	max:	5.77613E-011	ABS A AND B	T_min:	5E-007	
'0/5'	18.00	min:	7.90488E-011	max:	1.15856E-010	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/6'	28.00	min:	1.16996E-011	max:	1.39434E-010	ABS A AND B	T_min:	5E-007	
'0/7'	32.00	min:	3.52664E-013	max:	5.90086E-013	ABS A	T_min:	5E-007	
'0/8'	40.00	min:	3.72538E-013	max:	1.82801E-012	ABS B	T_min:	5E-007	
'0/9'	44.00	min:	6.45608E-012	max:	4.24035E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	Threshold	'0/3'	'0/4'	Threshold	'0/5'	Threshold	'0/6'	Threshold	'0/7'	Threshold	'0/8'	Threshold	'0/9'	Threshold	
182	10/10/2022	10:31:52:20 pm	2039.21	5.70705E-011	3.66556E-012	1.02696E-012	HL	1.17529E-012	8.69753E-012	L	8.14706E-011	HL	1.48798E-011	L	3.79641E-013	H	4.11034E-013	L	6.81068E-012	HL	
183	10/10/2022	10:32:03:57 pm	2050.57	5.70149E-011	3.6546E-012	1.04363E-012	HL	1.19709E-012	8.73944E-012	L	8.10183E-011	HL	1.47227E-011	L	3.73603E-013	H	4.18892E-013	L	6.73379E-012	HL	
184	10/10/2022	10:32:14:92 pm	2061.92	5.7304E-011	3.64351E-012	1.07156E-012	HL	1.19765E-012	8.70753E-012	L	8.13211E-011	HL	1.47929E-011	L	3.67491E-013	H	4.14938E-013	L	6.7684E-012	HL	
185	10/10/2022	10:32:26:38 pm	2073.38	5.68874E-011	3.63117E-012	1.07525E-012	HL	1.15247E-012	9.0212E-012	L	8.1209E-011	HL	1.48041E-011	L	3.77806E-013	H	4.00233E-013	L	6.97186E-012	HL	
186	10/10/2022	10:32:37:88 pm	2084.89	5.70627E-011	3.5929E-012	1.05747E-012	HL	1.2178E-012	8.73373E-012	L	8.12558E-011	HL	1.46489E-011	L	3.81843E-013	H	4.13666E-013	L	6.8439E-012	HL	
187	10/10/2022	10:32:49:36 pm	2096.36	5.66648E-011	3.62218E-012	1.09328E-012	HL	1.17135E-012	8.71477E-012	L	8.18132E-011	HL	1.46865E-011	L	3.79599E-013	H	4.0729E-013	L	6.88657E-012	HL	
188	10/10/2022	10:33:00:85 pm	2107.85	5.69327E-011	3.64911E-012	1.0054E-012	HL	1.19733E-012	8.96181E-012	L	8.15854E-011	HL	1.45885E-011	L	3.87897E-013	H	4.05577E-013	L	6.84157E-012	HL	
189	10/10/2022	10:33:12:29 pm	2119.29	5.64938E-011	3.6682E-012	1.06748E-012	HL	1.1505E-012	8.66835E-012	L	8.05965E-011	HL	1.46458E-011	L	3.78894E-013	H	4.1687E-013	L	6.80964E-012	HL	
190	10/10/2022	10:33:23:73 pm	2130.74	5.66097E-011	3.69585E-012	1.09824E-012	HL	1.14122E-012	8.99252E-012	L	8.12406E-011	HL	1.47521E-011	L	3.7114E-013	H	3.8904E-013	L	6.78468E-012	HL	
191	10/10/2022	10:33:35:18 pm	2142.19	5.76041E-011	3.61265E-012	1.06648E-012	HL	1.1339E-012	8.61682E-012	L	8.10633E-011	HL	1.4671E-011	L	3.78111E-013	H	4.13256E-013	L	6.77716E-012	HL	
192	10/10/2022	10:33:46:63 pm	2153.63	5.63861E-011	3.59047E-012	1.07077E-012	HL	1.13229E-012	8.75988E-012	L	8.12332E-011	HL	1.45348E-011	L	3.83668E-013	H	4.02721E-013	L	6.78633E-012	HL	
193	10/10/2022	10:33:58:21 pm	2165.21	5.67168E-011	3.62128E-012	1.02782E-012	HL	1.19951E-012	8.62454E-012	L	8.11747E-011	HL	1.45583E-011	L	3.80122E-013	H	4.37537E-013	L	6.76785E-012	HL	
194	10/10/2022	10:34:09:63 pm	2176.64	5.71012E-011	3.62248E-012	1.04794E-012	HL	1.18409E-012	8.66987E-012	L	8.16796E-011	HL	1.4419E-011	L	3.85595E-013	H	4.10558E-013	L	6.78457E-012	HL	
195	10/10/2022	10:34:21:15 pm	2188.16	5.64271E-011	3.67013E-012	1.05982E-012	HL	1.13627E-012	8.90519E-012	L	8.09853E-011	HL	1.44296E-011	L	3.76237E-013	H	4.17296E-013	L	6.77449E-012	HL	
196	10/10/2022	10:34:32:61 pm	2199.62	5.67485E-011	3.62137E-012	1.05884E-012	HL	1.14339E-012	9.04706E-012	L	8.10423E-011	HL	1.44165E-011	L	3.8393E-013	H	4.19055E-013	L	6.73561E-012	HL	
197	10/10/2022	10:34:44:07 pm	2211.07	5.62354E-011	3.70762E-012	1.03654E-012	HL	1.13854E-012	8.528E-012	L	8.06303E-011	HL	1.4425E-011	L	3.75266E-013	H	4.39842E-013	L	6.85625E-012	HL	
198	10/10/2022	10:34:55:42 pm	2222.42	5.70149E-011	3.59521E-012	1.05193E-012	HL	1.15328E-012	9.64048E-012	L	8.17989E-011	HL	1.43948E-011	L	3.82535E-013	H	4.0271E-013	L	6.76474E-012	HL	
199	10/10/2022	10:35:06:77 pm	2233.78	5.6763E-011	3.65783E-012	1.05779E-012	HL	1.12216E-012	8.65157E-012	L	8.10329E-011	HL	1.44717E-011	L	3.81945E-013	H	4.17225E-013	L	6.76357E-012	HL	
200	10/10/2022	10:35:18:14 pm	2245.14	5.62655E-011	3.60595E-012	1.02639E-012	HL	1.12954E-012	8.79193E-012	L	8.09012E-011	HL	1.44106E-011	L	3.80895E-013	H	4.21098E-013	L	6.70238E-012	HL	
201	10/10/2022	10:35:29:54 pm	2256.54	5.70786E-011	3.57485E-012	1.04881E-012	HL	1.14817E-012	8.94586E-012	L	8.10375E-011	HL	1.42258E-011	L	3.8209E-013	H	4.20487E-013	L	6.75865E-012	HL	
202	10/10/2022	10:35:41:02 pm	2268.02	5.66289E-011	3.59922E-012	1.05999E-012	HL	1.13139E-012	8.74355E-012	L	8.10751E-011	HL	1.43229E-011	L	3.74291E-013	H	4.00613E-013	L	6.82126E-012	HL	
203	10/10/2022	10:35:52:47 pm	2279.47	5.63731E-011	3.55578E-012	1.06718E-012	HL	1.16681E-012	8.85978E-012	L	8.10819E-011	HL	1.43736E-011	L	3.80937E-013	H	3.90175E-013	L	6.72821E-012	HL	
204	10/10/2022	10:36:03:90 pm	2290.91	5.68061E-011	3.54421E-012	1.04738E-012	HL	1.14777E-012	8.81938E-012	L	8.14969E-011	HL	1.42548E-011	L	3.73668E-013	H	4.10012E-013	L	6.80845E-012	HL	
205	10/10/2022	10:36:15:27 pm	2302.27	5.65239E-011	3.57129E-012	1.04134E-012	HL	1.15879E-012	8.78294E-012	L	8.17833E-011	HL	1.43645E-011	L	3.84257E-013	H	4.07645E-013	L	6.73579E-012	HL	
206	10/10/2022	10:36:26:62 pm	2313.62	5.63711E-011	3.62595E-012	1.034E-012	HL	1.10213E-012	8.34706E-012	L	8.14319E-011	HL	1.41655E-011	L	3.68139E-013	H	4.12989E-013	L	6.85655E-012	HL	
207	10/10/2022	10:36:38:10 pm	2325.1	5.6509E-011	3.58282E-012	9.96739E-013	HL	1.14346E-012	8.56367E-012	L	8.0703E-011	HL	1.41543E-011	L	3.72881E-013	H	4.10243E-013	L	6.70286E-012	HL	
208	10/10/2022	10:36:49:57 pm	2336.58	5.67601E-011	3.59397E-012	1.01288E-012	HL	1.12155E-012	8.70092E-012	L	8.15872E-011	HL	1.41579E-011	L	3.67742E-013	H	4.16847E-013	L	6.75047E-012	HL	
209	10/10/2022	10:37:01:02 pm	2348.03	5.61163E-011	3.5996E-012	1.07991E-012	HL	1.15204E-012	8.90688E-012	L	8.08331E-011	HL	1.42113E-011	L	3.84958E-013	H	4.08558E-013	L	6.84399E-012	HL	
210	10/10/2022	10:37:12:40 pm	2359.4	5.63866E-011	3.56771E-012	1.04926E-012	HL	1.13117E-012	8.54436E-012	L	8.14396E-011	HL	1.42173E-011	L	3.76669E-013	H	4.10129E-013	L	6.89681E-012	HL	
211	10/10/2022	10:37:23:80 pm	2370.8	5.69288E-011	3.58829E-012	9.56874E-013	HL	1.10131E-012	8.6048E-012	L	8.12116E-011	HL	1.41743E-011	L	3.7706E-013	H	4.14343E-013	L	6.88944E-012	HL	
212	10/10/2022	10:37:35:24 pm	2382.25	5.66029E-011	3.51149E-012	1.03833E-012	HL	1.12819E-012	8.77003E-012	L	8.10224E-011	HL	1.43805E-011	L	3.72521E-013	H	4.12767E-013	L	6.75335E-012	HL	
213	10/10/2022	10:37:46:63 pm	2393.64	5.67983E-011	3.57611E-012	1.01464E-012	HL	1.11625E-012	8.75696E-012	L	8.09957E-011	HL	1.41478E-011	L	3.65824E-013	H	4.07376E-013	L	6.78866E-012	HL	
214	10/10/2022	10:37:58:11 pm	2405.11	5.68912E-011	3.55658E-012	1.05775E-012	HL	1.14968E-012	8.63288E-012	L	8.07887E-011	HL	1.4203E-011	L	3.78504E-013	H	4.17742E-013	L	6.69746E-012	HL	
215	10/10/2022	10:38:09:59 pm	2416.59	5.64271E-011	3.56665E-012	1.03797E-012	HL	1.1066E-012	8.96746E-012	L	8.10304E-011	HL	1.41088E-011	L	3.8004E-013	H	4.10513E-013	L	6.79409E-012	HL	
216	10/10/2022	10:38:20:93 pm	2427.94	5.62544E-011	3.45842E-012	9.63495E-013	HL	1.08521E-012	8.68663E-012	L	8.09313E-011	HL	1.41125E-011	L	3.70887E-013	H	4.04109E-013	L	6.78262E-012	HL	
217	10/10/2022	10:38:32:33 pm	2439.34	5.63537E-011	3.56105E-012	1.08344E-012	HL	1.06257E-012	8.87321E-012	L	8.11195E-011	HL	1.4092E-011	L	3.76134E-013	H	4.13615E-013	L	6.74763E-012	HL	
218	10/10/2022	10:38:44:22 pm	2451.22	5.62139E-011	3.49584E-012	1.01859E-012	HL	1.11524E-012	8.80483E-012	L	8.09411E-011	HL	1.39106E-011	L	3.84671E-013	H	4.1884E-013	L	6.72663E-012	HL	
219	10/10/2022	10:38:55:58 pm	2462.58	5.61681E-011	3.53195E-012	1.03077E-012	HL	1.12549E-012	8.66478E-012	L	8.08896E-011	HL	1.41022E-011	L	3.71096E-013	H	4.13365E-013	L	6.6425E-012	HL	
220	10/10/2022	10:39:06:95 pm	2473.95	5.65918E-011	3.60217E-012	1.02105E-012	HL	1.11891E-012	8.78286E-012	L	8.09549E-011	HL	1.40898E-011	L	3.80458E-013	H	3.97089E-013	L	6.78417E-012	HL	
221	10/10/2022	10:39:18:42 pm	2485.43	5.61393E-011	3.52683E-012	9.93969E-013	HL	1.11105E-012	8.43326E-012	L	8.08556E-011	HL	1.41248E-011	L	3.68163E-013	H	3.96252E-013	L	6.7027E-012	HL	
222	10/10/2022	10:39:29:78 pm	2496.79	5.62182E-011	3.5558E-012	1.02794E-012	HL	1.12244E-012	8.73219E-012	L	8.07622E-011	HL	1.41323E-011	L	3.67491E-013	H	4.15934E-013	L	6.82796E-012	HL	
223	10/10/2022	10:39:41:14 pm	2508.14	5.6502E-011	3.44423E-012	1.02471E-012	HL	1.07656E-012	8.58247E-012	L	8.13645E-011	HL	1.40676E-011	L	3.88022E-013	H	4.00254E-013	L	6.73076E-012	HL	
224	10/10/2022	10:39:52:60 pm	2519.6	5.59901E-011	3.49601E-012	1.0264E-012	HL	1.10916E-012	8.56459E-012	L	8.07131E-011	HL	1.37555E-011	L	3.88888E-013	H	4.0009E-013	L	6.74124E-012	HL	
225	10/10/2022	10:40:04:08 pm	2531.08	5.64002E-011	3.5625E-012	9.9431E-013	HL	1.12923E-012	8.76499E-012	L	8.13132E-011	HL	1.39838E-011	L	3.80842E-013	H	4.11927E-013	L	6.78987E-012	HL	
226	10/10/2022	10:40:15:59 pm	2542.6	5.64822E-011	3.53675E-012	1.00982E-012	HL	1.09094E-012	8.37977E-012	L	8.08289E-011	HL	1.39821E-011	L	3.78524E-013	H	4.14268E-013	L	6.73597E-012	HL	
227	10/10/2022	10:40:27:09 pm	2554.09	5.57687E-011	3.62796E-012	1.02301E-012	HL	1.12103E-012	8.58366E-012	L	8.06099E-011	HL	1.38742E-011	L	3.72063E-013	H	3.97057E-013	L	6.75438E-012	HL	
228	10/10/2022	10:40:38:51 pm	2565.51	5.57445E-011	3.51153E-012	1.03446E-012	HL	1.09087E-012	8.43423E-012	L	8.02507E-011	HL	1.38789E-011	L	3.76681E-013	H	4.20623E-013	L	6.69271E-012	HL	
229	10/10/2022	10:40:50:03 pm	2577.03	5.63933E-011	3.5215E-012	1.00024E-012	HL	1.07252E-012	8.329E-012	L	8.01968E-011	HL	1.37795E-011	L	3.71287E-013	H	4.10078E-013	L	6.68008E-012	HL	
230	10/10/2022	10:41:01:50 pm	2588.51	5.61108E-011	3.53323E-012	1.03623E-012	HL	1.08281E-012	8.39242E-012	L	8.05289E-011	HL	1.38738E-011	L	3.79874E-013	H	4.01024E-013	L	6.82727E-012	HL	
231	10/10/2022	10:41:12:97 pm	2599.97	5.55798E-011	3.51307E-012	1.00736E-012	HL	1.11923E-012	8.44192E-012	L	8.00229E-011	HL	1.38817E-011	L	3.76616E-013	H	4.13438E-013	L	6.66686E-012	HL	
232	10/10/2022	10:41:24:32 pm	2611.32	5.63251E-011	3.52304E-012	9.36437E-013	HL	1.10674E-012	8.437E-012	L	8.04704E-011	HL	1.39017E-011	L	3.69351E-013	H	3.94139E-013	L	6.7039E-012	HL	
233	10/10/2022	10:41:35:80 pm	2622.8	5.60061E-011	3.50689E-012	1.0211E-012	HL	1.04285E-012	8.60819E-012	L	8.0373E-011	HL	1.38615E-011	L	3.7443E-013	H	3.91505E-013	L	6.67269E-012	HL	
234	10/10/2022	10:41:47:28 pm	2634.29	5.56767E-011	3.50511E-012	1.00392E-012	HL	1.1327E-012	8.54645E-012	L	8.01465E-011	HL	1.3811E-011	L	3.76513E-013	H	3.98413E-013	L	6.65724E-012	HL	
235	10/10/2022	10:41:58:75 pm	2645.76	5.59805E-011	3.46865E-012	1.01898E-012	HL	1.06011E-012	8.52728E-012	L	8.02892E-011	HL	1.37282E-011	L	3.76338E-013	H	4.07483E-013	L	6.78449E-012	HL	
236	10/10/2022	10:42:10:15 pm	2657.15	5.55728E-011	3.52974E-012	9.79016E-013	HL	1.10063E-012	8.35765E-012	L	8.03647E-011	HL	1.37545E-011	L	3.7452E-013	H	3.96921E-013	L	6.82769E-012	HL	
237	10/10/2022	10:42:21:62 pm	2668.62	5.6248E-011	3.47721E-012	1.07022E-012	HL	1.09091E-012	8.44663E-012	L	8.07698E-011	HL	1.37323E-011	L	3.80655E-013	H	3.99829E-013	L	6.7106E-012	HL	
238	10/10/2022	10:42:32:99 pm	2679.99	5.57707E-011	3.5567E-012	9.6712E-013	HL	1.05282E-012	8.66826E-012	L	7.99767E-011	HL	1.37862E-011	L	3.70161E-013	H	3.91532E-013	L	6.79083E-012	HL	
239	10/10/2022	10:42:44:38 pm	2691.39	5.56497E-011	3.53022E-012	1.00226E-012	HL	1.0567E-012	8.48975E-012	L	8.03356E-011	HL	1.38424E-011	L	3.71444E-013	H	3.79989E-013	L	6.71016E-012	HL	
240	10/10/2022	10:42:55:92 pm	2702.92	5.62818E-011	3.53393E-012	1.04069E-012	HL	1.03118E-012	8.63644E-012	L	8.06088E-011	HL	1.37333E-011	L	3.77199E-013	H	4.02936E-013	L	6.72563E-012	HL	
241	10/10/2022	10:43:07:38 pm	2714.38	5.59643E-011	3.52722E-012	1.01565E-012	HL	1.06309E-012	8.37027E-012	L	8.00668E-011	HL	1.37837E-011	L	3.72229E-013	H	4.03967E-013	L	6.85087E-012	HL	
242	10/10/2022	10:43:18:89 pm	2725.89	5.59382E-011	3.48621E-012	9.98782E-013	HL	1.07203E-012	8.55635E-012	L	8.03561E-011	HL	1.37789E-011	L	3.87093E-013	H	4.08574E-013	L	6.73047E-012	HL	
243	10/10/2022	10:43:30:49 pm	2737.5	5.5874E-011	3.58821E-012	1.00375E-012	HL	1.0674E-012	8.32699E-012	L	8.05538E-011	HL	1.38518E-011	L	3.72524E-013	H	4.14437E-013	L	6.71488E-012	HL	
244	10/10/2022	10:43:41:96 pm	2748.96	5.63165E-011	3.51605E-012	1.01216E-012	HL	1.04048E-012	8.62039E-012	L	8.09804E-011	HL	1.37342E-011	L	3.8359E-013	H	3.99647E-013	L	6.71987E-012	HL	
245	10/10/2022	10:43:53:33 pm	2760.33	5.59989E-011	3.49433E-012	1.00831E-012	HL	1.07406E-012	8.66663E-012	L	8.03311E-011	HL	1.37873E-011	L	3.72197E-013	H	4.0553E-013	L	6.70204E-012	HL	
246	10/10/2022	10:44:04:85 pm	2771.85	5.55521E-011	3.46286E-012	9.6448E-013	HL	1.06544E-012	8.54693E-012	L	8.01581E-011	HL	1.37164E-011	L	3.73158E-013	H	4.11494E-013	L	6.63952E-012	HL	
247	10/10/2022	10:44:16:37 pm	2783.38	5.56036E-011	3.47977E-012	9.88955E-013	HL	1.05906E-012	8.74304E-012	L	8.05427E-011	HL	1.38763E-011	L	3.72898E-013	H	4.07258E-013	L	6.66255E-012	HL	
248	10/10/2022	10:44:27:82 pm	2794.83	5.58783E-011	3.4677E-012	9.78614E-013	HL	1.06947E-012	8.31341E-012	L	8.12917E-011	HL	1.36968E-011	L	3.68941E-013	H	4.13237E-013	L	6.63333E-012	HL	
249	10/10/2022	10:44:39:30 pm	2806.3	5.55918E-011	3.54059E-012	9.99176E-013	HL	1.06667E-012	8.64723E-012	L	8.02437E-011	HL	1.37711E-011	L	3.60482E-013	H	3.78382E-013	L	6.66854E-012	HL	
250	10/10/2022	10:44:50:83 pm	2817.83	5.54831E-011	3.41525E-012	9.94064E-013	HL	1.06856E-012	8.72845E-012	L	8.04264E-011	HL	1.374E-011	L	3.78598E-013	H	4.05959E-013	L	6.60529E-012	HL	
251	10/10/2022	10:45:02:32 pm	2829.32	5.55206E-011	3.50893E-012	9.64713E-013	HL	1.04485E-012	8.52254E-012	L	7.99665E-011	HL	1.35454E-011	L	3.70075E-013	H	4.02653E-013	L	6.68206E-012	HL	
252	10/10/2022	10:45:13:67 pm	2840.68	5.52486E-011	3.45047E-012	1.04179E-012	HL	1.05476E-012	8.51142E-012	L	7.98672E-011	HL	1.36179E-011	L	3.63854E-013	H	4.10417E-013	L	6.61578E-012	HL	
253	10/10/2022	10:45:25:05 pm	2852.05	5.52656E-011	3.44527E-012	1.00639E-012	HL	1.05141E-012	8.55631E-012	L	7.99069E-011	HL	1.37318E-011	L	3.66595E-013	H	3.8757E-013	L	6.64734E-012	HL	
254	10/10/2022	10:45:36:52 pm	2863.52	5.54477E-011	3.46491E-012	9.74394E-013	HL	1.05069E-012	8.61838E-012	L	8.03472E-011	HL	1.36619E-011	L	3.71941E-013	H	4.04074E-013	L	6.5921E-012	HL	
255	10/10/2022	10:45:47:90 pm	2874.9	5.62639E-011	3.42827E-012	1.00297E-012	HL	1.05319E-012	8.51442E-012	L	8.03465E-011	HL	1.3641E-011	L	3.70131E-013	H	4.00289E-013	L	6.71199E-012	HL	
256	10/10/2022	10:45:59:24 pm	2886.25	5.52338E-011	3.5052E-012	1.01269E-012	HL	1.05508E-012	8.23923E-012	L	8.02313E-011	HL	1.34063E-011	L	3.76096E-013	H	4.09942E-013	L	6.69265E-012	HL	
257	10/10/2022	10:46:10:69 pm	2897.7	5.51612E-011	3.46692E-012	9.67277E-013	HL	1.01338E-012	8.53633E-012	L	8.03281E-011	HL	1.35429E-011	L	3.82462E-013	H	4.12568E-013	L	6.721E-012	HL	
258	10/10/2022	10:46:22:19 pm	2909.19	5.57666E-011	3.44018E-012	9.64604E-013	HL	1.02069E-012	8.21758E-012	L	7.99318E-011	HL	1.3467E-011	L	3.66996E-013	H	3.96066E-013	L	6.56431E-012	HL	
259	10/10/2022	10:46:33:59 pm	2920.59	5.51805E-011	3.50676E-012	9.86627E-013	HL	1.01553E-012	8.43876E-012	L	8.00359E-011	HL	1.36337E-011	L	3.76114E-013	H	4.01453E-013	L	6.61462E-012	HL	
260	10/10/2022	10:46:45:05 pm	2932.05	5.5551E-011	3.45024E-012	9.40571E-013	HL	1.05583E-012	8.56656E-012	L	8.06235E-011	HL	1.36962E-011	L	3.77742E-013	H	3.94386E-013	L	6.82399E-012	HL	
261	10/10/2022	10:46:56:50 pm	2943.51	5.54285E-011	3.4809E-012	9.61007E-013	HL	1.06043E-012	8.5784E-012	L	8.03054E-011	HL	1.34143E-011	L	3.66822E-013	H	4.26117E-013	L	6.73995E-012	HL	
262	10/10/2022	10:47:07:94 pm	2954.95	5.5868E-011	3.54495E-012	1.00559E-012	HL	1.02951E-012	8.61862E-012	L	8.08066E-011	HL	1.37936E-011	L	3.76648E-013	H	4.05763E-013	L	6.63687E-012	HL	
263	10/10/2022	10:47:19:46 pm	2966.46	5.59031E-011	3.45972E-012	9.52886E-013	HL	1.04456E-012	8.29519E-012	L	8.00603E-011	HL	1.35834E-011	L	3.66682E-013	H	4.17466E-013	L	6.79205E-012	HL	
264	10/10/2022	10:47:30:93 pm	2977.93	5.57502E-011	3.43458E-012	1.00223E-012	HL	1.04969E-012	8.52352E-012	L	7.97977E-011	HL	1.34753E-011	L	3.7326E-013	H	3.96317E-013	L	6.69797E-012	HL	
265	10/10/2022	10:47:42:48 pm	2989.49	5.51949E-011	3.41904E-012	9.85344E-013	HL	1.06102E-012	8.48648E-012	L	7.96233E-011	HL	1.34309E-011	L	3.64821E-013	H	3.9213E-013	L	6.77645E-012	HL	
266	10/10/2022	10:47:53:96 pm	3000.97	5.50713E-011	3.42685E-012	9.54606E-013	HL	1.01974E-012	8.24312E-012	L	7.9884E-011	HL	1.36805E-011	L	3.76437E-013	H	3.9575E-013	L	6.73782E-012	HL	
267	10/10/2022	10:48:05:38 pm	3012.38	5.5187E-011	3.48929E-012	9.94208E-013	HL	1.05822E-012	8.38126E-012	L	7.96719E-011	HL	1.34825E-011	L	3.78743E-013	H	3.96144E-013	L	6.64478E-012	HL	
268	10/10/2022	10:48:16:75 pm	3023.75	5.59857E-011	3.41102E-012	9.43727E-013	HL	1.0356E-012	8.78376E-012	L	8.00916E-011	HL	1.35274E-011	L	3.61959E-013	H	4.06654E-013	L	6.76899E-012	HL	
269	10/10/2022	10:48:28:17 pm	3035.18	5.58721E-011	3.49958E-012	9.77143E-013	HL	1.0279E-012	8.64905E-012	L	8.02615E-011	HL	1.32788E-011	L	3.86788E-013	H	4.0175E-013	L	6.70586E-012	HL	
270	10/10/2022	10:48:39:67 pm	3046.68	5.51845E-011	3.54866E-012	9.57079E-013	HL	1.02305E-012	8.41352E-012	L	8.03326E-011	HL	1.35698E-011	L	3.74277E-013	H	3.97812E-013	L	6.65308E-012	HL	
271	10/10/2022	10:48:51:14 pm	3058.14	5.50563E-011	3.42664E-012	9.96339E-013	HL	1.01461E-012	8.78439E-012	L	8.06281E-011	HL	1.34451E-011	L	3.67209E-013	H	3.99454E-013	L	6.59325E-012	HL	
272	10/10/2022	10:49:02:56 pm	3069.56	5.62382E-011	3.48117E-012	9.55652E-013	HL	1.00708E-012	8.48067E-012	L	8.04076E-011	HL	1.34428E-011	L	3.7069E-013	H	3.85216E-013	L	6.57523E-012	HL	
273	10/10/2022	10:49:14:07 pm	3081.07	5.54659E-011	3.49161E-012	9.82117E-013	HL	1.02797E-012	8.63254E-012	L	7.99875E-011	HL	1.34032E-011	L	3.72186E-013	H	3.94892E-013	L	6.68939E-012	HL	
274	10/10/2022	10:49:25:54 pm	3092.55	5.59279E-011	3.43235E-012	9.65653E-013	HL	1.03046E-012	8.45682E-012	L	7.99598E-011	HL	1.34195E-011	L	3.72956E-013	H	4.06209E-013	L	6.6887E-012	HL	
275	10/10/2022	10:49:36:90 pm	3103.9	5.57684E-011	3.45296E-012	9.71182E-013	HL	1.04257E-012	8.42934E-012	L	8.04436E-011	HL	1.41492E-011	L	3.80555E-013	H	3.8815E-013	L	6.76107E-012	HL	
276	10/10/2022	10:49:48:31 pm	3115.31	5.57775E-011	3.35613E-012	1.00502E-012	HL	1.04312E-012	8.56967E-012	L	8.04009E-011	HL	1.33924E-011	L	3.60248E-013	H	4.02495E-013	L	6.63674E-012	HL	
277	10/10/2022	10:49:59:95 pm	3126.95	5.57778E-011	3.41638E-012	9.73048E-013	HL	1.03002E-012	8.65809E-012	L	7.96865E-011	HL	1.34862E-011	L	3.71056E-013	H	3.93806E-013	L	6.74097E-012	HL	
278	10/10/2022	10:50:11:40 pm	3138.41	5.52192E-011	3.4455E-012	9.79793E-013	HL	1.06211E-012	8.46358E-012	L	8.00562E-011	HL	1.32469E-011	L	3.7315E-013	H	3.88025E-013	L	6.74786E-012	HL	
279	10/10/2022	10:50:22:87 pm	3149.88	5.57586E-011	3.44717E-012	9.91218E-013	HL	1.00275E-012	8.85211E-012	L	7.99873E-011	HL	1.33391E-011	L	3.77406E-013	H	4.00549E-013	L	6.79351E-012	HL	
280	10/10/2022	10:50:34:31 pm	3161.31	5.58108E-011	3.41886E-012	1.00532E-012	HL	1.08117E-012	8.65167E-012	L	8.0407E-011	HL	1.35253E-011	L	3.75644E-013	H	3.98579E-013	L	6.75978E-012	HL	
281	10/10/2022	10:50:45:84 pm	3172.84	5.53287E-011	3.46708E-012	9.80633E-013	HL	1.03675E-012	8.83875E-012	L	7.99684E-011	HL	1.33964E-011	L	3.6835E-013	H	4.0044E-013	L	6.6242E-012	HL	
282	10/10/2022	10:50:57:39 pm	3184.39	5.53559E-011	3.46672E-012	9.73005E-013	HL	1.06994E-012	8.5831E-012	L	8.00893E-011	HL	1.32836E-011	L	3.65223E-013	H	4.09487E-013	L	6.54904E-012	HL	
283	10/10/2022	10:51:08:83 pm	3195.84	5.57719E-011	3.51506E-012	9.98904E-013	HL	1.0145E-012	8.65862E-012	L	7.99014E-011	HL	1.34691E-011	L	3.73318E-013	H	3.86569E-013	L	6.64703E-012	HL	
284	10/10/2022	10:51:20:31 pm	3207.31	5.53481E-011	3.48204E-012	1.00116E-012	HL	1.03128E-012	8.43903E-012	L	8.07062E-011	HL	1.33989E-011	L	3.64694E-013	H	4.12179E-013	L	6.73602E-012	HL	
285	10/10/2022	10:51:31:72 pm	3218.72	5.55431E-011	3.49302E-012	9.48173E-013	HL	1.01067E-012	8.56775E-012	L	8.03582E-011	HL	1.33238E-011	L	3.71486E-013	H	4.11635E-013	L	6.6813E-012	HL	
286	10/10/2022	10:51:43:07 pm	3230.07	5.55215E-011	3.42252E-012	9.52172E-013	HL	1.07028E-012	8.36856E-012	L	8.08803E-011	HL	1.35162E-011	L	3.8594E-013	H	3.98781E-013	L	6.67273E-012	HL	
287	10/10/2022	10:51:54:44 pm	3241.45	5.51054E-011	3.39539E-012	1.01356E-012	HL	1.0664E-012	8.25714E-012	L	8.03995E-011	HL	1.32014E-011	L	3.6085E-013	H	4.21704E-013	L	6.70675E-012	HL	
288	10/10/2022	10:52:05:93 pm	3252.94	5.57159E-011	3.51814E-012	9.56683E-013	HL	9.94976E-013	8.82617E-012	L	8.08535E-011	HL	1.34928E-011	L	3.73182E-013	H	4.01573E-013	L	6.61103E-012	HL	
